election_year	check	lfd_nr	field	observed	expected	difference
1970	source_subtotal	24	fsu	0	0	0
1970	source_subtotal	24	dkp	23160	23160	0
1970	source_subtotal	24	npd	18592	18592	0
1970	source_subtotal	25	eligible_voters	1315567	1315567	0
1970	source_subtotal	25	number_voters	966626	966626	0
1970	source_subtotal	25	invalid_votes	7867	7867	0
1970	source_subtotal	25	valid_votes	958759	958759	0
1970	source_subtotal	25	cdu	469331	469331	0
1970	source_subtotal	25	spd	416413	416413	0
1970	source_subtotal	25	fdp	54174	54174	0
1970	source_subtotal	25	zentrum	1127	1127	0
1970	source_subtotal	25	uap	192	192	0
1970	source_subtotal	25	fsu	0	0	0
1970	source_subtotal	25	dkp	6521	6521	0
1970	source_subtotal	25	npd	11001	11001	0
1970	source_subtotal	34	eligible_voters	1678385	1678385	0
1970	source_subtotal	34	number_voters	1178125	1178125	0
1970	source_subtotal	34	invalid_votes	8378	8378	0
1970	source_subtotal	34	valid_votes	1169747	1169747	0
1970	source_subtotal	34	cdu	553612	553612	0
1970	source_subtotal	34	spd	512448	512448	0
1970	source_subtotal	34	fdp	84347	84347	0
1970	source_subtotal	34	zentrum	322	322	0
1970	source_subtotal	34	uap	0	0	0
1970	source_subtotal	34	fsu	0	0	0
1970	source_subtotal	34	dkp	7659	7659	0
1970	source_subtotal	34	npd	11359	11359	0
1970	source_subtotal	35	eligible_voters	793099	793099	0
1970	source_subtotal	35	number_voters	524986	524986	0
1970	source_subtotal	35	invalid_votes	2469	2469	0
1970	source_subtotal	35	valid_votes	522517	522517	0
1970	source_subtotal	35	cdu	230306	230306	0
1970	source_subtotal	35	spd	239341	239341	0
1970	source_subtotal	35	fdp	43826	43826	0
1970	source_subtotal	35	zentrum	105	105	0
1970	source_subtotal	35	uap	0	0	0
1970	source_subtotal	35	fsu	0	0	0
1970	source_subtotal	35	dkp	4354	4354	0
1970	source_subtotal	35	npd	4585	4585	0
1970	source_subtotal	36	eligible_voters	885286	885286	0
1970	source_subtotal	36	number_voters	653139	653139	0
1970	source_subtotal	36	invalid_votes	5909	5909	0
1970	source_subtotal	36	valid_votes	647230	647230	0
1970	source_subtotal	36	cdu	323306	323306	0
1970	source_subtotal	36	spd	273107	273107	0
1970	source_subtotal	36	fdp	40521	40521	0
1970	source_subtotal	36	zentrum	217	217	0
1970	source_subtotal	36	uap	0	0	0
1970	source_subtotal	36	fsu	0	0	0
1970	source_subtotal	36	dkp	3305	3305	0
1970	source_subtotal	36	npd	6774	6774	0
1970	source_subtotal	45	eligible_voters	696464	696464	0
1970	source_subtotal	45	number_voters	536207	536207	0
1970	source_subtotal	45	invalid_votes	6156	6156	0
1970	source_subtotal	45	valid_votes	530051	530051	0
1970	source_subtotal	45	cdu	306015	306015	0
1970	source_subtotal	45	spd	194340	194340	0
1970	source_subtotal	45	fdp	21127	21127	0
1970	source_subtotal	45	zentrum	639	639	0
1970	source_subtotal	45	uap	0	0	0
1970	source_subtotal	45	fsu	0	0	0
1970	source_subtotal	45	dkp	3321	3321	0
1970	source_subtotal	45	npd	4609	4609	0
1970	source_subtotal	46	eligible_voters	121198	121198	0
1970	source_subtotal	46	number_voters	83009	83009	0
1970	source_subtotal	46	invalid_votes	404	404	0
1970	source_subtotal	46	valid_votes	82605	82605	0
1970	source_subtotal	46	cdu	43602	43602	0
1970	source_subtotal	46	spd	32731	32731	0
1970	source_subtotal	46	fdp	4597	4597	0
1970	source_subtotal	46	zentrum	102	102	0
1970	source_subtotal	46	uap	0	0	0
1970	source_subtotal	46	fsu	0	0	0
1970	source_subtotal	46	dkp	644	644	0
1970	source_subtotal	46	npd	929	929	0
1970	source_subtotal	47	eligible_voters	575266	575266	0
1970	source_subtotal	47	number_voters	453198	453198	0
1970	source_subtotal	47	invalid_votes	5752	5752	0
1970	source_subtotal	47	valid_votes	447446	447446	0
1970	source_subtotal	47	cdu	262413	262413	0
1970	source_subtotal	47	spd	161609	161609	0
1970	source_subtotal	47	fdp	16530	16530	0
1970	source_subtotal	47	zentrum	537	537	0
1970	source_subtotal	47	uap	0	0	0
1970	source_subtotal	47	fsu	0	0	0
1970	source_subtotal	47	dkp	2677	2677	0
1970	source_subtotal	47	npd	3680	3680	0
1970	source_subtotal	64	eligible_voters	1631573	1631573	0
1970	source_subtotal	64	number_voters	1256754	1256754	0
1970	source_subtotal	64	invalid_votes	8736	8736	0
1970	source_subtotal	64	valid_votes	1248018	1248018	0
1970	source_subtotal	64	cdu	645992	645992	0
1970	source_subtotal	64	spd	526492	526492	0
1970	source_subtotal	64	fdp	47344	47344	0
1970	source_subtotal	64	zentrum	5108	5108	0
1970	source_subtotal	64	uap	0	0	0
1970	source_subtotal	64	fsu	0	0	0
1970	source_subtotal	64	dkp	12355	12355	0
1970	source_subtotal	64	npd	10727	10727	0
1970	source_subtotal	65	eligible_voters	652274	652274	0
1970	source_subtotal	65	number_voters	479414	479414	0
1970	source_subtotal	65	invalid_votes	2498	2498	0
1970	source_subtotal	65	valid_votes	476916	476916	0
1970	source_subtotal	65	cdu	194011	194011	0
1970	source_subtotal	65	spd	247500	247500	0
1970	source_subtotal	65	fdp	22029	22029	0
1970	source_subtotal	65	zentrum	598	598	0
1970	source_subtotal	65	uap	0	0	0
1970	source_subtotal	65	fsu	0	0	0
1970	source_subtotal	65	dkp	8294	8294	0
1970	source_subtotal	65	npd	4484	4484	0
1970	source_subtotal	66	eligible_voters	979299	979299	0
1970	source_subtotal	66	number_voters	777340	777340	0
1970	source_subtotal	66	invalid_votes	6238	6238	0
1970	source_subtotal	66	valid_votes	771102	771102	0
1970	source_subtotal	66	cdu	451981	451981	0
1970	source_subtotal	66	spd	278992	278992	0
1970	source_subtotal	66	fdp	25315	25315	0
1970	source_subtotal	66	zentrum	4510	4510	0
1970	source_subtotal	66	uap	0	0	0
1970	source_subtotal	66	fsu	0	0	0
1970	source_subtotal	66	dkp	4061	4061	0
1970	source_subtotal	66	npd	6243	6243	0
1970	source_subtotal	80	eligible_voters	1235107	1235107	0
1970	source_subtotal	80	number_voters	950219	950219	0
1970	source_subtotal	80	invalid_votes	8275	8275	0
1970	source_subtotal	80	valid_votes	941944	941944	0
1970	source_subtotal	80	cdu	456328	456328	0
1970	source_subtotal	80	spd	411153	411153	0
1970	source_subtotal	80	fdp	55827	55827	0
1970	source_subtotal	80	zentrum	613	613	0
1970	source_subtotal	80	uap	0	0	0
1970	source_subtotal	80	fsu	0	0	0
1970	source_subtotal	80	dkp	4771	4771	0
1970	source_subtotal	80	npd	13252	13252	0
1970	source_subtotal	81	eligible_voters	126049	126049	0
1970	source_subtotal	81	number_voters	94109	94109	0
1970	source_subtotal	81	invalid_votes	762	762	0
1970	source_subtotal	81	valid_votes	93347	93347	0
1970	source_subtotal	81	cdu	37990	37990	0
1970	source_subtotal	81	spd	47296	47296	0
1970	source_subtotal	81	fdp	6871	6871	0
1970	source_subtotal	81	zentrum	0	0	0
1970	source_subtotal	81	uap	0	0	0
1970	source_subtotal	81	fsu	0	0	0
1970	source_subtotal	81	dkp	687	687	0
1970	source_subtotal	81	npd	503	503	0
1970	source_subtotal	82	eligible_voters	1109058	1109058	0
1970	source_subtotal	82	number_voters	856110	856110	0
1970	source_subtotal	82	invalid_votes	7513	7513	0
1970	source_subtotal	82	valid_votes	848597	848597	0
1970	source_subtotal	82	cdu	418338	418338	0
1970	source_subtotal	82	spd	363857	363857	0
1970	source_subtotal	82	fdp	48956	48956	0
1970	source_subtotal	82	zentrum	613	613	0
1970	source_subtotal	82	uap	0	0	0
1970	source_subtotal	82	fsu	0	0	0
1970	source_subtotal	82	dkp	4084	4084	0
1970	source_subtotal	82	npd	12749	12749	0
1970	source_subtotal	106	eligible_voters	2663580	2663580	0
1970	source_subtotal	106	number_voters	1999217	1999217	0
1970	source_subtotal	106	invalid_votes	13871	13871	0
1970	source_subtotal	106	valid_votes	1985346	1985346	0
1970	source_subtotal	106	cdu	818098	818098	0
1970	source_subtotal	106	spd	1019340	1019340	0
1970	source_subtotal	106	fdp	102479	102479	0
1970	source_subtotal	106	zentrum	1010	1010	0
1970	source_subtotal	106	uap	739	739	0
1970	source_subtotal	106	fsu	0	0	0
1970	source_subtotal	106	dkp	19177	19177	0
1970	source_subtotal	106	npd	24503	24503	0
1970	source_subtotal	107	eligible_voters	1381386	1381386	0
1970	source_subtotal	107	number_voters	1025363	1025363	0
1970	source_subtotal	107	invalid_votes	6009	6009	0
1970	source_subtotal	107	valid_votes	1019354	1019354	0
1970	source_subtotal	107	cdu	363950	363950	0
1970	source_subtotal	107	spd	579151	579151	0
1970	source_subtotal	107	fdp	51151	51151	0
1970	source_subtotal	107	zentrum	0	0	0
1970	source_subtotal	107	uap	560	560	0
1970	source_subtotal	107	fsu	0	0	0
1970	source_subtotal	107	dkp	13219	13219	0
1970	source_subtotal	107	npd	11323	11323	0
1970	source_subtotal	108	eligible_voters	1282194	1282194	0
1970	source_subtotal	108	number_voters	973854	973854	0
1970	source_subtotal	108	invalid_votes	7862	7862	0
1970	source_subtotal	108	valid_votes	965992	965992	0
1970	source_subtotal	108	cdu	454148	454148	0
1970	source_subtotal	108	spd	440189	440189	0
1970	source_subtotal	108	fdp	51328	51328	0
1970	source_subtotal	108	zentrum	1010	1010	0
1970	source_subtotal	108	uap	179	179	0
1970	source_subtotal	108	fsu	0	0	0
1970	source_subtotal	108	dkp	5958	5958	0
1970	source_subtotal	108	npd	13180	13180	0
1970	source_subtotal	109	eligible_voters	11890609	11890609	0
1970	source_subtotal	109	number_voters	8739772	8739772	0
1970	source_subtotal	109	invalid_votes	61945	61945	0
1970	source_subtotal	109	valid_votes	8677827	8677827	0
1970	source_subtotal	109	cdu	4020186	4020186	0
1970	source_subtotal	109	spd	3996808	3996808	0
1970	source_subtotal	109	fdp	478420	478420	0
1970	source_subtotal	109	zentrum	9902	9902	0
1970	source_subtotal	109	uap	1504	1504	0
1970	source_subtotal	109	fsu	0	0	0
1970	source_subtotal	109	dkp	76964	76964	0
1970	source_subtotal	109	npd	94043	94043	0
1970	source_subtotal	110	eligible_voters	5743939	5743939	0
1970	source_subtotal	110	number_voters	4059505	4059505	0
1970	source_subtotal	110	invalid_votes	20804	20804	0
1970	source_subtotal	110	valid_votes	4038701	4038701	0
1970	source_subtotal	110	cdu	1640669	1640669	0
1970	source_subtotal	110	spd	2062641	2062641	0
1970	source_subtotal	110	fdp	241596	241596	0
1970	source_subtotal	110	zentrum	1888	1888	0
1970	source_subtotal	110	uap	1133	1133	0
1970	source_subtotal	110	fsu	0	0	0
1970	source_subtotal	110	dkp	50358	50358	0
1970	source_subtotal	110	npd	40416	40416	0
1970	source_subtotal	111	eligible_voters	6146670	6146670	0
1970	source_subtotal	111	number_voters	4680267	4680267	0
1970	source_subtotal	111	invalid_votes	41141	41141	0
1970	source_subtotal	111	valid_votes	4639126	4639126	0
1970	source_subtotal	111	cdu	2379517	2379517	0
1970	source_subtotal	111	spd	1934167	1934167	0
1970	source_subtotal	111	fdp	236824	236824	0
1970	source_subtotal	111	zentrum	8014	8014	0
1970	source_subtotal	111	uap	371	371	0
1970	source_subtotal	111	fsu	0	0	0
1970	source_subtotal	111	dkp	26606	26606	0
1970	source_subtotal	111	npd	53627	53627	0
1970	statewide_control	109	eligible_voters	11890609	11890609	0
1970	statewide_control	109	number_voters	8739772	8739772	0
1970	statewide_control	109	invalid_votes	61945	61945	0
1970	statewide_control	109	valid_votes	8677827	8677827	0
1970	statewide_control	109	cdu	4020186	4020186	0
1970	statewide_control	109	spd	3996808	3996808	0
1970	statewide_control	109	fdp	478420	478420	0
1970	statewide_control	109	zentrum	9902	9902	0
1970	statewide_control	109	uap	1504	1504	0
1970	statewide_control	109	fsu	0	0	0
1970	statewide_control	109	dkp	76964	76964	0
1970	statewide_control	109	npd	94043	94043	0
