ags	source_page	source_row	field	printed_percentage	method
01060051	96	22	with_certificate	5.7	ocr
01060051	96	22	number_voters	85.5	ocr
01060051	96	22	invalid_votes	0.4	ocr
01060051	97	22	spd	35.2	ocr
01060051	97	22	fdp	1.9	ocr
01060051	97	22	dkp	0.4	ocr
01060051	97	22	gruene	2.2	ocr
01060052	96	23	without_certificate	95.3	ocr
01060052	96	23	with_certificate	4.7	ocr
01060052	96	23	number_voters	85.4	ocr
01060052	96	23	invalid_votes	0.3	ocr
01060052	97	23	spd	32.9	ocr
01060052	97	23	fdp	2.3	ocr
01060052	97	23	dgl	0.3	ocr
01060052	97	23	gruene	2.0	ocr
01060053	96	24	without_certificate	92.7	ocr
01060053	96	24	with_certificate	7.3	ocr
01060053	96	24	number_voters	77.8	ocr
01060053	96	24	invalid_votes	0.9	ocr
01060053	97	24	spd	32.7	ocr
01060053	97	24	fdp	1.8	ocr
01060053	97	24	dkp	0.1	ocr
01060053	97	24	dgl	0.3	ocr
01060053	97	24	gruene	2.5	ocr
01060054	96	25	without_certificate	92.7	ocr
01060054	96	25	with_certificate	7.3	ocr
01060054	96	25	number_voters	74.3	ocr
01060054	96	25	invalid_votes	0.7	ocr
01060054	97	25	spd	35.1	ocr
01060054	97	25	fdp	7.2	ocr
01060054	97	25	dkp	0.3	ocr
01060054	97	25	gruene	3.0	ocr
01060056	98	1	without_certificate	89.8	ocr
01060056	98	1	with_certificate	10.2	ocr
01060056	98	1	number_voters	81.0	ocr
01060056	99	1	spd	30.3	ocr
01060056	99	1	fdp	0.8	ocr
01060056	99	1	dkp	1.7	ocr
01060056	99	1	gruene	1.7	ocr
01060057	98	2	without_certificate	94.4	ocr
01060057	98	2	with_certificate	5.6	ocr
01060057	98	2	number_voters	78.2	ocr
01060057	98	2	invalid_votes	0.5	ocr
01060057	99	2	spd	23.5	ocr
01060057	99	2	fdp	4.6	ocr
01060057	99	2	dgl	1.0	ocr
01060058	98	3	without_certificate	93.8	ocr
01060058	98	3	with_certificate	6.2	ocr
01060058	98	3	number_voters	81.3	ocr
01060058	98	3	invalid_votes	0.3	ocr
01060058	99	3	spd	43.6	ocr
01060058	99	3	fdp	2.1	ocr
01060058	99	3	dgl	0.6	ocr
01060058	99	3	gruene	2.6	ocr
01060059	98	4	without_certificate	95.5	ocr
01060059	98	4	with_certificate	4.5	ocr
01060059	98	4	number_voters	77.3	ocr
01060059	99	4	spd	33.1	ocr
01060059	99	4	fdp	1.7	ocr
01060059	99	4	dkp	0.2	ocr
01060059	99	4	dgl	0.2	ocr
01060059	99	4	gruene	4.3	ocr
01060060	98	5	without_certificate	95.4	ocr
01060060	98	5	with_certificate	4.6	ocr
01060060	98	5	number_voters	85.1	ocr
01060060	98	5	invalid_votes	0.6	ocr
01060060	99	5	spd	19.5	ocr
01060060	99	5	fdp	1.9	ocr
01060060	99	5	dgl	0.3	ocr
01060060	99	5	gruene	2.2	ocr
01060061	98	6	without_certificate	97.0	ocr
01060061	98	6	with_certificate	3.0	ocr
01060061	98	6	number_voters	86.0	ocr
01060061	98	6	invalid_votes	0.2	ocr
01060061	99	6	spd	28.4	ocr
01060061	99	6	fdp	2.2	ocr
01060061	99	6	dkp	0.2	ocr
01060061	99	6	dgl	0.7	ocr
01060061	99	6	gruene	3.7	ocr
01060062	98	7	without_certificate	93.2	ocr
01060062	98	7	with_certificate	6.8	ocr
01060062	98	7	number_voters	79.7	ocr
01060062	98	7	invalid_votes	0.3	visual
01060062	99	7	spd	34.7	ocr
01060062	99	7	fdp	4.2	ocr
01060062	99	7	dgl	0.6	ocr
01060062	99	7	gruene	3.3	ocr
01060063	98	8	without_certificate	91.1	ocr
01060063	98	8	with_certificate	8.9	ocr
01060063	98	8	number_voters	75.9	ocr
01060063	98	8	invalid_votes	0.3	ocr
01060063	99	8	fdp	2.2	ocr
01060063	99	8	dkp	0.2	ocr
01060063	99	8	gruene	4.7	ocr
01060064	98	9	without_certificate	94.8	ocr
01060064	98	9	with_certificate	5.2	ocr
01060064	98	9	number_voters	80.8	ocr
01060064	98	9	invalid_votes	0.3	ocr
01060064	99	9	spd	25.6	ocr
01060064	99	9	fdp	4.9	ocr
01060064	99	9	gruene	3.6	ocr
01060065	98	10	without_certificate	94.0	ocr
01060065	98	10	with_certificate	6.0	ocr
01060065	98	10	number_voters	82.8	ocr
01060065	98	10	invalid_votes	0.8	visual
01060065	99	10	spd	40.5	ocr
01060065	99	10	fdp	3.6	ocr
01060065	99	10	dgl	0.2	ocr
01060065	99	10	gruene	2.0	ocr
01060066	98	11	without_certificate	93.0	ocr
01060066	98	11	with_certificate	7.0	ocr
01060066	98	11	number_voters	81.8	ocr
01060066	99	11	spd	37.5	ocr
01060066	99	11	fdp	1.2	ocr
01060066	99	11	gruene	5.5	ocr
01060067	98	12	without_certificate	92.8	ocr
01060067	98	12	with_certificate	7.2	ocr
01060067	98	12	number_voters	81.0	ocr
01060067	98	12	invalid_votes	0.3	ocr
01060067	99	12	spd	36.5	ocr
01060067	99	12	fdp	2.8	ocr
01060067	99	12	dgl	0.1	visual
01060067	99	12	gruene	2.9	ocr
01060068	98	13	without_certificate	83.9	ocr
01060068	98	13	with_certificate	16.1	ocr
01060068	98	13	number_voters	77.1	ocr
01060068	98	13	invalid_votes	0.3	ocr
01060068	99	13	spd	34.9	ocr
01060068	99	13	fdp	3.2	ocr
01060068	99	13	dgl	0.6	ocr
01060068	99	13	gruene	3.4	visual
01060069	98	14	without_certificate	90.7	ocr
01060069	98	14	with_certificate	9.3	ocr
01060069	98	14	number_voters	82.9	ocr
01060069	99	14	spd	37.9	ocr
01060069	99	14	fdp	1.8	ocr
01060069	99	14	gruene	2.2	ocr
01060070	98	15	without_certificate	94.9	ocr
01060070	98	15	with_certificate	5.1	ocr
01060070	98	15	number_voters	85.1	ocr
01060070	99	15	spd	43.5	ocr
01060070	99	15	fdp	1.6	ocr
01060070	99	15	dgl	0.3	visual
01060070	99	15	gruene	0.3	ocr
01060071	98	16	without_certificate	95.5	ocr
01060071	98	16	with_certificate	4.5	ocr
01060071	98	16	number_voters	85.9	ocr
01060071	98	16	invalid_votes	0.5	ocr
01060071	99	16	spd	34.6	ocr
01060071	99	16	fdp	1.6	ocr
01060071	99	16	dgl	1.1	ocr
01060071	99	16	gruene	1.6	ocr
01060072	98	17	without_certificate	91.8	ocr
01060072	98	17	with_certificate	8.2	ocr
01060072	98	17	number_voters	83.3	ocr
01060072	99	17	spd	32.9	ocr
01060072	99	17	fdp	1.6	ocr
01060072	99	17	dgl	0.4	ocr
01060072	99	17	gruene	5.5	ocr
01060073	98	18	without_certificate	95.0	ocr
01060073	98	18	invalid_votes	0.1	ocr
01060073	99	18	spd	31.3	ocr
01060073	99	18	fdp	1.6	ocr
01060073	99	18	dkp	0.1	ocr
01060073	99	18	gruene	5.8	ocr
01060074	98	19	without_certificate	92.9	ocr
01060074	98	19	with_certificate	7.1	ocr
01060074	98	19	number_voters	83.6	ocr
01060074	99	19	fdp	2.6	ocr
01060074	99	19	gruene	2.6	ocr
01060075	98	20	without_certificate	90.0	ocr
01060075	98	20	with_certificate	10.0	ocr
01060075	98	20	number_voters	82.0	ocr
01060075	98	20	invalid_votes	0.4	ocr
01060075	99	20	spd	41.4	ocr
01060075	99	20	fdp	1.1	ocr
01060075	99	20	dgl	0.1	ocr
01060075	99	20	gruene	2.4	ocr
01060076	98	21	without_certificate	96.4	ocr
01060076	98	21	with_certificate	3.6	ocr
01060076	98	21	number_voters	78.4	ocr
01060076	98	21	invalid_votes	0.6	ocr
01060076	99	21	spd	38.4	ocr
01060076	99	21	fdp	2.2	ocr
01060076	99	21	dkp	0.2	ocr
01060076	99	21	gruene	2.6	ocr
01060077	98	22	without_certificate	92.1	ocr
01060077	98	22	with_certificate	7.9	ocr
01060077	98	22	number_voters	84.7	ocr
01060077	98	22	invalid_votes	0.2	ocr
01060077	99	22	spd	42.2	ocr
01060077	99	22	fdp	1.3	ocr
01060077	99	22	gruene	3.9	ocr
01060079	98	23	without_certificate	94.3	ocr
01060079	98	23	with_certificate	5.7	ocr
01060079	98	23	number_voters	80.7	visual
01060079	99	23	spd	39.8	ocr
01060079	99	23	fdp	0.9	ocr
01060079	99	23	gruene	2.7	ocr
01060080	98	24	without_certificate	92.1	ocr
01060080	98	24	with_certificate	7.9	ocr
01060080	98	24	number_voters	86.1	ocr
01060080	99	24	cdu	45.4	ocr
01060080	99	24	dgl	0.4	ocr
01060080	99	24	gruene	3.8	ocr
01060081	98	25	without_certificate	97.5	ocr
01060081	98	25	with_certificate	2.5	ocr
01060081	98	25	number_voters	91.1	ocr
01060081	98	25	invalid_votes	0.5	ocr
01060081	99	25	spd	42.1	ocr
01060081	99	25	fdp	1.1	ocr
01060081	99	25	dgl	0.5	ocr
01060081	99	25	gruene	4.4	ocr
01060082	101	1	spd	37.1	ocr
01060082	101	1	fdp	1.5	ocr
01060082	101	1	gruene	3.5	ocr
01060084	100	2	without_certificate	94.3	ocr
01060084	100	2	with_certificate	5.7	ocr
01060084	100	2	number_voters	82.1	ocr
01060084	100	2	invalid_votes	0.2	ocr
01060084	101	2	spd	31.9	ocr
01060084	101	2	fdp	4.6	ocr
01060084	101	2	gruene	2.0	ocr
01060085	100	3	without_certificate	94.6	ocr
01060085	100	3	with_certificate	5.4	ocr
01060085	100	3	invalid_votes	0.2	ocr
01060085	101	3	spd	39.2	ocr
01060085	101	3	fdp	3.3	ocr
01060085	101	3	dkp	0.1	ocr
01060085	101	3	dgl	0.9	ocr
01060085	101	3	gruene	3.6	ocr
01060086	100	4	without_certificate	94.6	ocr
01060086	100	4	with_certificate	5.4	ocr
01060086	100	4	number_voters	84.5	ocr
01060086	101	4	spd	15.6	visual
01060086	101	4	gruene	3.7	ocr
01060087	100	5	without_certificate	95.2	ocr
01060087	100	5	with_certificate	4.8	ocr
01060087	100	5	invalid_votes	0.6	ocr
01060087	101	5	spd	34.3	ocr
01060087	101	5	fdp	1.3	ocr
01060087	101	5	dkp	0.3	ocr
01060087	101	5	dgl	0.6	ocr
01060087	101	5	gruene	1.9	ocr
01060088	100	6	without_certificate	94.6	ocr
01060088	100	6	with_certificate	5.4	ocr
01060088	100	6	number_voters	78.4	ocr
01060088	100	6	invalid_votes	0.4	ocr
01060088	101	6	spd	35.3	ocr
01060088	101	6	fdp	0.9	ocr
01060088	101	6	dkp	0.4	ocr
01060088	101	6	gruene	2.8	ocr
01060089	100	7	without_certificate	94.4	ocr
01060089	100	7	with_certificate	5.6	ocr
01060089	100	7	number_voters	71.2	visual
01060089	100	7	invalid_votes	0.3	ocr
01060089	101	7	cdu	43.8	ocr
01060089	101	7	fdp	1.4	ocr
01060089	101	7	dgl	0.3	ocr
01060089	101	7	gruene	2.4	ocr
01060090	100	8	without_certificate	91.8	ocr
01060090	100	8	with_certificate	8.2	ocr
01060090	100	8	number_voters	79.1	ocr
01060090	100	8	invalid_votes	0.8	ocr
01060090	101	8	cdu	47.6	ocr
01060090	101	8	gruene	0.8	ocr
01060092	100	9	without_certificate	94.0	ocr
01060092	100	9	with_certificate	6.0	ocr
01060092	100	9	number_voters	73.6	ocr
01060092	100	9	invalid_votes	0.4	ocr
01060092	101	9	spd	43.1	ocr
01060092	101	9	fdp	2.9	ocr
01060092	101	9	dgl	0.4	ocr
01060092	101	9	gruene	2.1	ocr
01060093	100	10	without_certificate	96.4	ocr
01060093	100	10	with_certificate	3.6	ocr
01060093	100	10	number_voters	85.1	ocr
01060093	100	10	invalid_votes	0.4	ocr
01060093	101	10	spd	33.0	ocr
01060093	101	10	fdp	2.6	ocr
01060093	101	10	dgl	1.3	ocr
01060093	101	10	gruene	1.7	ocr
01060094	100	11	without_certificate	95.7	ocr
01060094	100	11	with_certificate	4.3	ocr
01060094	100	11	number_voters	85.3	ocr
01060094	100	11	invalid_votes	0.2	ocr
01060094	101	11	spd	29.7	ocr
01060094	101	11	fdp	2.8	ocr
01060094	101	11	gruene	2.3	ocr
01060095	100	12	without_certificate	95.3	ocr
01060095	100	12	with_certificate	4.7	ocr
01060095	100	12	number_voters	81.5	ocr
01060095	100	12	invalid_votes	0.4	ocr
01060095	101	12	spd	28.3	ocr
01060095	101	12	fdp	2.2	ocr
01060095	101	12	gruene	4.4	ocr
01060096	100	13	without_certificate	94.1	ocr
01060096	100	13	with_certificate	5.9	ocr
01060096	100	13	number_voters	78.9	ocr
01060096	101	13	spd	35.1	ocr
01060096	101	13	fdp	2.4	ocr
01060096	101	13	gruene	3.0	ocr
01060097	100	14	without_certificate	97.0	ocr
01060097	100	14	with_certificate	3.0	ocr
01060097	100	14	number_voters	86.4	ocr
01060097	100	14	invalid_votes	0.9	ocr
01060097	101	14	spd	47.6	ocr
01060097	101	14	fdp	1.4	ocr
01060097	101	14	gruene	1.2	ocr
01060098	100	15	without_certificate	96.5	ocr
01060098	100	15	with_certificate	3.5	ocr
01060098	100	15	number_voters	83.0	ocr
01060098	101	15	spd	42.1	ocr
01060098	101	15	fdp	0.8	ocr
01060098	101	15	dgl	0.8	ocr
01060098	101	15	gruene	1.2	ocr
01060099	100	16	without_certificate	96.0	ocr
01060099	100	16	number_voters	79.3	ocr
01060099	100	16	invalid_votes	0.5	ocr
01060099	101	16	spd	24.4	ocr
01060099	101	16	fdp	1.4	ocr
01060099	101	16	gruene	3.3	ocr
01060100	100	17	without_certificate	95.9	ocr
01060100	100	17	with_certificate	4.1	ocr
01060100	100	17	number_voters	84.1	ocr
01060100	101	17	spd	43.2	ocr
01060100	101	17	fdp	2.2	ocr
01060100	101	17	gruene	4.0	ocr
01060101	100	18	without_certificate	93.7	ocr
01060101	100	18	with_certificate	6.3	ocr
01060101	100	18	number_voters	81.0	ocr
01060101	100	18	invalid_votes	0.5	ocr
01060101	101	18	spd	46.3	ocr
01060101	101	18	fdp	1.7	ocr
01060101	101	18	dgl	0.2	ocr
01060101	101	18	gruene	2.1	ocr
01060102	100	19	without_certificate	95.8	ocr
01060102	100	19	with_certificate	4.2	ocr
01060102	100	19	number_voters	77.9	ocr
01060102	101	19	spd	40.8	ocr
01060102	101	19	fdp	2.4	ocr
01060102	101	19	dkp	0.2	ocr
01060102	101	19	dgl	0.2	visual
01061001	102	1	without_certificate	92.2	ocr
01061001	102	1	with_certificate	7.8	ocr
01061001	102	1	number_voters	76.7	ocr
01061001	103	1	spd	26.1	ocr
01061001	103	1	fdp	1.4	ocr
01061001	103	1	gruene	10.1	ocr
01061002	102	2	without_certificate	96.4	ocr
01061002	102	2	with_certificate	3.6	ocr
01061002	102	2	number_voters	92.7	ocr
01061002	103	2	spd	15.7	ocr
01061002	103	2	fdp	5.9	ocr
01061002	103	2	gruene	3.9	ocr
01061003	102	3	without_certificate	98.3	ocr
01061003	102	3	with_certificate	1.7	ocr
01061003	102	3	number_voters	87.6	ocr
01061003	102	3	invalid_votes	0.9	ocr
01061003	103	3	spd	17.1	ocr
01061003	103	3	fdp	1.9	ocr
01061003	103	3	gruene	1.0	ocr
01061004	102	4	without_certificate	93.5	ocr
01061004	102	4	with_certificate	6.5	ocr
01061004	102	4	number_voters	85.2	ocr
01061004	103	4	spd	37.5	ocr
01061004	103	4	gruene	2.8	visual
01061005	102	5	without_certificate	95.6	ocr
01061005	102	5	with_certificate	4.4	ocr
01061005	102	5	number_voters	82.4	ocr
01061005	102	5	invalid_votes	1.3	ocr
01061005	103	5	gruene	2.7	ocr
01061006	102	6	without_certificate	94.0	ocr
01061006	102	6	with_certificate	6.0	ocr
01061006	102	6	number_voters	80.5	ocr
01061006	102	6	invalid_votes	0.3	ocr
01061006	103	6	spd	32.4	ocr
01061006	103	6	fdp	3.9	ocr
01061006	103	6	dkp	0.3	ocr
01061006	103	6	dgl	0.6	ocr
01061006	103	6	gruene	3.6	ocr
01061007	102	7	without_certificate	91.9	ocr
01061007	102	7	with_certificate	8.1	ocr
01061007	102	7	number_voters	81.0	visual
01061007	102	7	invalid_votes	0.8	ocr
01061007	103	7	spd	43.2	ocr
01061007	103	7	fdp	0.9	ocr
01061007	103	7	dgl	0.4	ocr
01061007	103	7	gruene	3.2	ocr
01061008	102	8	without_certificate	97.7	ocr
01061008	102	8	with_certificate	2.3	ocr
01061008	102	8	number_voters	75.6	ocr
01061008	103	8	spd	30.8	ocr
01061008	103	8	fdp	1.5	ocr
01061008	103	8	ssw	1.5	ocr
01061008	103	8	gruene	6.2	ocr
01061010	102	9	without_certificate	95.7	ocr
01061010	102	9	with_certificate	4.3	ocr
01061010	102	9	number_voters	85.2	ocr
01061010	103	9	spd	39.9	ocr
01061010	103	9	fdp	2.2	ocr
01061010	103	9	gruene	5.1	ocr
01061011	102	10	without_certificate	94.7	ocr
01061011	102	10	with_certificate	5.3	ocr
01061011	102	10	number_voters	87.4	ocr
01061011	102	10	invalid_votes	0.6	ocr
01061011	103	10	spd	17.8	ocr
01061011	103	10	fdp	0.6	ocr
01061011	103	10	ssw	1.1	ocr
01061011	103	10	gruene	1.7	ocr
01061012	102	11	without_certificate	94.0	ocr
01061012	102	11	with_certificate	6.0	ocr
01061012	102	11	number_voters	85.3	ocr
01061012	102	11	invalid_votes	0.3	visual
01061012	103	11	spd	33.6	ocr
01061012	103	11	fdp	2.0	ocr
01061012	103	11	dgl	0.5	ocr
01061012	103	11	gruene	4.8	ocr
01061013	102	12	without_certificate	93.3	ocr
01061013	102	12	with_certificate	6.7	ocr
01061013	103	12	spd	30.6	ocr
01061013	103	12	gruene	8.3	ocr
01061014	102	13	without_certificate	91.5	ocr
01061014	102	13	with_certificate	8.5	ocr
01061014	102	13	number_voters	72.9	ocr
01061014	103	13	spd	21.3	ocr
01061014	103	13	fdp	1.1	ocr
01061014	103	13	gruene	1.1	ocr
01061015	102	14	without_certificate	94.7	ocr
01061015	102	14	with_certificate	5.3	ocr
01061015	102	14	number_voters	87.7	ocr
01061015	102	14	invalid_votes	0.7	ocr
01061015	103	14	spd	40.4	ocr
01061015	103	14	fdp	1.3	ocr
01061015	103	14	dkp	0.2	ocr
01061015	103	14	dgl	0.2	ocr
01061015	103	14	gruene	4.9	ocr
01061016	102	15	without_certificate	85.2	ocr
01061016	102	15	with_certificate	14.8	ocr
01061016	102	15	number_voters	68.0	ocr
01061016	103	15	spd	39.1	ocr
01061016	103	15	fdp	2.9	ocr
01061016	103	15	dgl	0.7	ocr
01061016	103	15	gruene	2.9	ocr
01061017	102	16	without_certificate	90.8	ocr
01061017	102	16	with_certificate	9.2	ocr
01061017	102	16	number_voters	79.5	ocr
01061017	102	16	invalid_votes	0.4	ocr
01061017	103	16	cdu	46.5	ocr
01061017	103	16	fdp	1.8	ocr
01061017	103	16	dkp	0.1	ocr
01061017	103	16	dgl	0.6	ocr
01061017	103	16	gruene	2.4	ocr
01061018	102	17	without_certificate	94.3	ocr
01061018	102	17	with_certificate	5.7	ocr
01061018	102	17	number_voters	82.9	ocr
01061018	103	17	spd	31.6	ocr
01061018	103	17	fdp	0.6	ocr
01061018	103	17	dgl	0.4	ocr
01061018	103	17	gruene	6.5	ocr
01061019	102	18	without_certificate	91.5	ocr
01061019	102	18	with_certificate	8.5	ocr
01061019	102	18	number_voters	79.9	ocr
01061019	102	18	invalid_votes	0.1	ocr
01061019	103	18	spd	42.4	ocr
01061019	103	18	fdp	0.5	ocr
01061019	103	18	dkp	0.2	ocr
01061019	103	18	dgl	0.1	ocr
01061019	103	18	gruene	1.6	ocr
01061020	102	19	number_voters	84.3	ocr
01061020	103	19	spd	36.3	ocr
01061020	103	19	fdp	1.1	ocr
01061020	103	19	gruene	5.5	ocr
01061021	102	20	without_certificate	97.9	ocr
01061021	102	20	with_certificate	2.1	ocr
01061021	102	20	number_voters	89.6	ocr
01061021	103	20	spd	11.6	ocr
01061021	103	20	gruene	4.7	ocr
01061022	102	21	without_certificate	94.8	ocr
01061022	102	21	with_certificate	5.2	ocr
01061022	102	21	number_voters	85.6	ocr
01061022	102	21	invalid_votes	0.4	ocr
01061022	103	21	spd	40.0	ocr
01061022	103	21	fdp	1.6	ocr
01061022	103	21	gruene	1.8	ocr
01061023	102	22	without_certificate	93.4	ocr
01061023	102	22	with_certificate	6.6	ocr
01061023	102	22	number_voters	77.8	ocr
01061023	103	22	spd	22.1	ocr
01061023	103	22	fdp	2.4	ocr
01061023	103	22	gruene	6.4	ocr
01061024	102	23	without_certificate	90.8	visual
01061024	102	23	with_certificate	9.2	ocr
01061024	102	23	number_voters	82.1	ocr
01061024	102	23	invalid_votes	0.6	ocr
01061024	103	23	gruene	2.4	ocr
01061025	102	24	without_certificate	94.2	ocr
01061025	102	24	with_certificate	5.8	ocr
01061025	102	24	number_voters	80.3	ocr
01061025	103	24	spd	18.3	ocr
01061025	103	24	fdp	2.1	ocr
01061025	103	24	gruene	7.7	ocr
01061026	102	25	without_certificate	97.0	ocr
01061026	102	25	with_certificate	3.0	ocr
01061026	102	25	number_voters	88.8	ocr
01061026	103	25	spd	37.0	ocr
01061026	103	25	fdp	0.8	ocr
01061026	103	25	gruene	10.1	ocr
01061027	104	1	without_certificate	92.1	ocr
01061027	104	1	with_certificate	7.9	ocr
01061027	104	1	number_voters	77.7	ocr
01061027	104	1	invalid_votes	0.7	ocr
01061027	105	1	spd	41.4	ocr
01061027	105	1	fdp	0.5	ocr
01061027	105	1	dgl	0.2	ocr
01061027	105	1	gruene	6.1	ocr
01061028	104	2	without_certificate	89.4	ocr
01061028	104	2	with_certificate	10.6	ocr
01061028	104	2	number_voters	77.2	ocr
01061028	105	2	spd	29.1	ocr
01061028	105	2	fdp	0.5	ocr
01061028	105	2	gruene	2.0	ocr
01061029	104	3	without_certificate	90.9	ocr
01061029	104	3	with_certificate	9.1	ocr
01061029	104	3	number_voters	76.4	ocr
01061029	104	3	invalid_votes	0.3	ocr
01061029	105	3	cdu	41.0	ocr
01061029	105	3	fdp	2.2	ocr
01061029	105	3	dkp	0.1	ocr
01061029	105	3	dgl	0.4	ocr
01061029	105	3	gruene	3.8	ocr
01061030	104	4	without_certificate	95.1	ocr
01061030	104	4	with_certificate	4.9	ocr
01061030	104	4	number_voters	84.9	ocr
01061030	105	4	spd	41.5	ocr
01061030	105	4	fdp	2.9	ocr
01061030	105	4	gruene	3.9	ocr
01061031	104	5	without_certificate	93.0	ocr
01061031	104	5	with_certificate	7.0	ocr
01061031	104	5	invalid_votes	1.7	ocr
01061031	105	5	spd	24.9	ocr
01061031	105	5	fdp	0.4	ocr
01061031	105	5	dkp	0.4	ocr
01061031	105	5	gruene	4.6	ocr
01061033	104	6	without_certificate	94.2	ocr
01061033	104	6	with_certificate	5.8	ocr
01061033	104	6	number_voters	89.9	ocr
01061033	105	6	spd	17.7	ocr
01061034	104	7	without_certificate	86.1	ocr
01061034	104	7	with_certificate	13.9	ocr
01061034	104	7	number_voters	73.6	ocr
01061034	104	7	invalid_votes	0.3	ocr
01061034	105	7	spd	40.5	ocr
01061034	105	7	fdp	2.5	ocr
01061034	105	7	ssw	0.3	ocr
01061034	105	7	gruene	4.2	ocr
01061035	104	8	without_certificate	94.0	ocr
01061035	104	8	with_certificate	6.0	ocr
01061035	104	8	number_voters	83.7	ocr
01061035	105	8	cdu	42.1	ocr
01061035	105	8	fdp	0.5	ocr
01061035	105	8	gruene	3.1	ocr
01061036	104	9	without_certificate	93.3	ocr
01061036	104	9	with_certificate	6.7	ocr
01061036	104	9	number_voters	80.5	ocr
01061036	104	9	invalid_votes	0.3	ocr
01061036	105	9	spd	40.9	ocr
01061036	105	9	fdp	1.1	ocr
01061036	105	9	dgl	0.3	ocr
01061036	105	9	gruene	0.9	ocr
01061037	104	10	without_certificate	92.9	ocr
01061037	104	10	with_certificate	7.1	ocr
01061037	104	10	number_voters	84.0	ocr
01061037	104	10	invalid_votes	0.1	ocr
01061037	105	10	cdu	42.0	ocr
01061037	105	10	fdp	1.8	ocr
01061037	105	10	dgl	0.1	ocr
01061037	105	10	gruene	2.7	ocr
01061038	104	11	number_voters	81.4	ocr
01061038	105	11	fdp	2.1	ocr
01061039	104	12	without_certificate	92.6	ocr
01061039	104	12	with_certificate	7.4	ocr
01061039	104	12	number_voters	82.4	ocr
01061039	104	12	invalid_votes	0.7	ocr
01061039	105	12	spd	28.5	ocr
01061039	105	12	gruene	9.7	ocr
01061040	104	13	without_certificate	93.9	ocr
01061040	104	13	with_certificate	6.1	ocr
01061040	104	13	number_voters	82.1	ocr
01061040	104	13	invalid_votes	0.4	ocr
01061040	105	13	spd	40.1	ocr
01061040	105	13	fdp	2.3	ocr
01061040	105	13	ssw	0.2	ocr
01061040	105	13	dkp	0.1	ocr
01061040	105	13	gruene	2.1	ocr
01061041	104	14	without_certificate	90.7	ocr
01061041	104	14	with_certificate	9.3	ocr
01061041	104	14	number_voters	77.4	ocr
01061041	104	14	invalid_votes	0.4	ocr
01061041	105	14	spd	31.7	ocr
01061041	105	14	fdp	2.2	ocr
01061041	105	14	dgl	0.9	ocr
01061041	105	14	gruene	2.0	ocr
01061042	104	15	without_certificate	93.8	ocr
01061042	104	15	with_certificate	6.2	ocr
01061042	104	15	number_voters	76.3	ocr
01061042	104	15	invalid_votes	0.4	ocr
01061042	105	15	spd	40.8	ocr
01061042	105	15	fdp	1.8	ocr
01061042	105	15	ssw	0.1	ocr
01061042	105	15	gruene	2.7	ocr
01061043	104	16	without_certificate	94.5	ocr
01061043	104	16	with_certificate	5.5	ocr
01061043	104	16	number_voters	77.0	ocr
01061043	104	16	invalid_votes	0.8	ocr
01061043	105	16	spd	24.9	ocr
01061043	105	16	fdp	1.2	ocr
01061043	105	16	dkp	0.4	ocr
01061043	105	16	gruene	2.4	ocr
01061044	104	17	without_certificate	91.2	ocr
01061044	104	17	with_certificate	8.8	ocr
01061044	104	17	number_voters	78.2	ocr
01061044	104	17	invalid_votes	0.6	ocr
01061044	105	17	cdu	45.7	ocr
01061044	105	17	fdp	2.4	ocr
01061044	105	17	dkp	0.2	ocr
01061044	105	17	dgl	1.2	ocr
01061044	105	17	gruene	2.7	ocr
01061045	104	18	without_certificate	94.0	ocr
01061045	104	18	with_certificate	6.0	ocr
01061045	104	18	number_voters	76.0	ocr
01061045	104	18	invalid_votes	0.7	ocr
01061045	105	18	spd	27.5	ocr
01061045	105	18	fdp	2.9	ocr
01061045	105	18	ssw	0.7	ocr
01061045	105	18	gruene	2.9	ocr
01061046	104	19	without_certificate	91.1	ocr
01061046	104	19	with_certificate	8.9	ocr
01061046	104	19	number_voters	73.4	ocr
01061046	104	19	invalid_votes	0.2	ocr
01061046	105	19	cdu	46.5	ocr
01061046	105	19	fdp	2.0	ocr
01061046	105	19	dkp	0.2	visual
01061046	105	19	dgl	0.3	ocr
01061046	105	19	gruene	3.5	ocr
01061047	104	20	without_certificate	94.2	ocr
01061047	104	20	with_certificate	5.8	ocr
01061047	104	20	number_voters	82.5	ocr
01061047	105	20	spd	19.1	ocr
01061047	105	20	fdp	0.4	ocr
01061047	105	20	gruene	6.6	ocr
01061048	104	21	without_certificate	76.8	ocr
01061048	104	21	with_certificate	23.2	ocr
01061048	104	21	number_voters	57.1	ocr
01061048	105	21	spd	6.3	ocr
01061049	104	22	without_certificate	92.6	ocr
01061049	104	22	with_certificate	7.4	ocr
01061049	104	22	number_voters	76.1	ocr
01061049	104	22	invalid_votes	0.5	ocr
01061049	105	22	spd	46.4	ocr
01061049	105	22	fdp	2.2	ocr
01061049	105	22	dgl	0.2	ocr
01061049	105	22	gruene	2.4	ocr
01061050	104	23	without_certificate	94.5	ocr
01061050	104	23	with_certificate	5.5	ocr
01061050	104	23	number_voters	79.2	ocr
01061050	104	23	invalid_votes	0.2	ocr
01061050	105	23	cdu	41.2	ocr
01061050	105	23	fdp	1.7	ocr
01061050	105	23	dkp	0.3	ocr
01061050	105	23	dgl	0.3	ocr
