ags	source_page	source_row	field	printed_percentage	method
01053132	38	3	invalid_votes	0.7	ocr
01053132	39	3	cdu	45.9	ocr
01053132	39	3	fdp	1.0	ocr
01053132	39	3	gruene	2.7	ocr
01053133	38	4	without_certificate	84.1	ocr
01053133	38	4	with_certificate	15.9	ocr
01053133	38	4	number_voters	75.8	ocr
01053133	38	4	invalid_votes	0.3	ocr
01053133	39	4	spd	35.4	ocr
01053133	39	4	fdp	3.5	ocr
01053133	39	4	dkp	0.2	ocr
01053133	39	4	gruene	5.5	ocr
01053134	38	5	without_certificate	92.8	ocr
01053134	38	5	with_certificate	7.2	ocr
01053134	38	5	number_voters	84.6	ocr
01053134	38	5	invalid_votes	0.6	ocr
01053134	39	5	spd	38.9	ocr
01053134	39	5	fdp	1.7	ocr
01053134	39	5	gruene	4.6	ocr
01053135	38	6	without_certificate	92.3	ocr
01053135	38	6	with_certificate	7.7	ocr
01053135	38	6	number_voters	83.1	ocr
01053135	39	6	spd	22.9	ocr
01053135	39	6	fdp	2.5	ocr
01053135	39	6	gruene	3.4	ocr
01053136	38	7	without_certificate	94.1	ocr
01053136	38	7	with_certificate	5.9	ocr
01053136	38	7	number_voters	81.6	ocr
01053136	38	7	invalid_votes	0.2	ocr
01053136	39	7	spd	38.8	ocr
01053136	39	7	fdp	2.7	ocr
01053136	39	7	gruene	2.9	ocr
01054001	40	1	without_certificate	93.9	ocr
01054001	40	1	with_certificate	6.1	ocr
01054001	40	1	number_voters	78.4	ocr
01054001	41	1	spd	29.4	ocr
01054001	41	1	fdp	0.9	ocr
01054001	41	1	ssw	10.6	ocr
01054001	41	1	gruene	2.4	ocr
01054002	40	2	without_certificate	96.6	ocr
01054002	40	2	with_certificate	3.4	ocr
01054002	40	2	number_voters	83.4	ocr
01054002	40	2	invalid_votes	0.7	ocr
01054002	41	2	spd	27.5	ocr
01054002	41	2	fdp	0.8	ocr
01054002	41	2	ssw	5.7	ocr
01054002	41	2	gruene	3.4	ocr
01054003	40	3	without_certificate	94.8	ocr
01054003	40	3	with_certificate	5.2	ocr
01054003	40	3	number_voters	83.0	ocr
01054003	40	3	invalid_votes	0.4	ocr
01054003	41	3	spd	22.0	ocr
01054003	41	3	fdp	0.7	ocr
01054003	41	3	ssw	1.5	ocr
01054003	41	3	gruene	3.7	ocr
01054004	40	4	without_certificate	93.6	ocr
01054004	40	4	with_certificate	6.4	ocr
01054004	41	4	spd	28.6	ocr
01054004	41	4	fdp	0.7	ocr
01054004	41	4	ssw	6.4	ocr
01054004	41	4	gruene	2.1	ocr
01054005	40	5	without_certificate	90.4	ocr
01054005	40	5	with_certificate	9.6	ocr
01054005	40	5	number_voters	75.1	ocr
01054005	41	5	spd	25.1	ocr
01054005	41	5	fdp	2.1	ocr
01054005	41	5	ssw	3.0	ocr
01054005	41	5	gruene	4.7	ocr
01054006	40	6	without_certificate	94.2	ocr
01054006	40	6	with_certificate	5.8	visual
01054006	40	6	number_voters	76.0	ocr
01054006	40	6	invalid_votes	0.4	ocr
01054006	41	6	spd	41.6	ocr
01054006	41	6	fdp	2.1	ocr
01054006	41	6	ssw	3.4	ocr
01054006	41	6	gruene	0.4	ocr
01054007	40	7	without_certificate	94.6	ocr
01054007	40	7	with_certificate	5.4	ocr
01054007	40	7	number_voters	76.8	ocr
01054007	41	7	spd	33.7	ocr
01054007	41	7	fdp	1.7	ocr
01054007	41	7	ssw	1.2	ocr
01054007	41	7	gruene	1.2	ocr
01054008	40	8	without_certificate	97.2	ocr
01054008	40	8	with_certificate	2.8	ocr
01054008	40	8	number_voters	86.1	ocr
01054008	41	8	spd	25.8	ocr
01054009	40	9	without_certificate	96.0	ocr
01054009	40	9	with_certificate	4.0	ocr
01054009	40	9	number_voters	80.0	ocr
01054009	41	9	spd	34.4	ocr
01054009	41	9	fdp	0.9	ocr
01054009	41	9	ssw	10.0	ocr
01054009	41	9	gruene	2.8	ocr
01054010	40	10	without_certificate	93.4	ocr
01054010	40	10	with_certificate	6.6	ocr
01054010	40	10	number_voters	80.2	ocr
01054010	40	10	invalid_votes	0.8	visual
01054010	41	10	spd	28.1	ocr
01054010	41	10	fdp	0.8	ocr
01054010	41	10	ssw	3.2	ocr
01054010	41	10	gruene	2.4	ocr
01054011	40	11	without_certificate	96.8	ocr
01054011	40	11	with_certificate	3.2	ocr
01054011	40	11	number_voters	85.5	ocr
01054011	40	11	invalid_votes	0.3	ocr
01054011	41	11	spd	22.9	ocr
01054011	41	11	fdp	0.9	ocr
01054011	41	11	ssw	0.9	ocr
01054011	41	11	gruene	1.9	ocr
01054012	40	12	without_certificate	96.5	ocr
01054012	40	12	with_certificate	3.5	ocr
01054012	40	12	number_voters	80.8	visual
01054012	40	12	invalid_votes	0.8	ocr
01054012	41	12	spd	29.3	ocr
01054012	41	12	fdp	3.1	ocr
01054012	41	12	ssw	1.5	ocr
01054012	41	12	dkp	0.3	ocr
01054012	41	12	gruene	4.1	ocr
01054012	41	12	einzelbewerber_llsh	0.3	visual
01054013	40	13	without_certificate	96.3	ocr
01054013	40	13	with_certificate	3.7	ocr
01054013	40	13	number_voters	85.3	ocr
01054013	41	13	spd	13.8	ocr
01054013	41	13	ssw	0.9	ocr
01054013	41	13	gruene	2.6	ocr
01054014	40	14	without_certificate	94.8	ocr
01054014	40	14	with_certificate	5.2	ocr
01054014	40	14	number_voters	78.8	ocr
01054014	40	14	invalid_votes	0.2	ocr
01054014	41	14	spd	37.8	ocr
01054014	41	14	fdp	3.2	ocr
01054014	41	14	ssw	2.8	ocr
01054014	41	14	gruene	3.4	ocr
01054014	41	14	einzelbewerber_llsh	0.2	visual
01054015	40	15	without_certificate	91.0	ocr
01054015	40	15	with_certificate	9.0	ocr
01054015	40	15	number_voters	81.0	ocr
01054015	40	15	invalid_votes	0.6	ocr
01054015	41	15	spd	12.4	ocr
01054015	41	15	fdp	4.7	ocr
01054015	41	15	ssw	4.1	ocr
01054015	41	15	gruene	5.3	ocr
01054016	40	16	without_certificate	97.1	ocr
01054016	40	16	with_certificate	2.9	ocr
01054016	40	16	number_voters	86.0	ocr
01054016	41	16	spd	36.8	ocr
01054016	41	16	ssw	3.4	ocr
01054016	41	16	gruene	3.4	ocr
01054017	40	17	without_certificate	93.3	ocr
01054017	40	17	with_certificate	6.7	ocr
01054017	40	17	number_voters	77.6	ocr
01054017	40	17	invalid_votes	0.3	ocr
01054017	41	17	spd	40.7	ocr
01054017	41	17	fdp	0.3	ocr
01054017	41	17	ssw	5.0	ocr
01054017	41	17	gruene	2.8	ocr
01054018	40	18	without_certificate	96.2	ocr
01054018	40	18	with_certificate	3.8	ocr
01054018	40	18	number_voters	81.3	ocr
01054018	41	18	spd	16.9	ocr
01054018	41	18	fdp	0.7	ocr
01054018	41	18	ssw	9.5	ocr
01054019	40	19	without_certificate	89.2	ocr
01054019	40	19	with_certificate	10.8	ocr
01054019	40	19	number_voters	75.2	ocr
01054019	40	19	invalid_votes	0.2	ocr
01054019	41	19	spd	44.4	ocr
01054019	41	19	fdp	2.1	ocr
01054019	41	19	ssw	4.5	ocr
01054019	41	19	dkp	0.1	ocr
01054019	41	19	gruene	3.3	ocr
01054019	41	19	einzelbewerber_llsh	0.5	visual
01054020	40	20	without_certificate	91.0	ocr
01054020	40	20	with_certificate	9.0	ocr
01054020	40	20	number_voters	78.8	ocr
01054020	40	20	invalid_votes	0.1	ocr
01054020	41	20	spd	43.0	ocr
01054020	41	20	fdp	3.5	ocr
01054020	41	20	ssw	2.3	ocr
01054020	41	20	dkp	0.1	ocr
01054020	41	20	gruene	4.4	ocr
01054020	41	20	einzelbewerber_llsh	0.3	ocr
01054022	40	21	without_certificate	94.0	ocr
01054022	40	21	with_certificate	6.0	ocr
01054022	40	21	number_voters	73.7	ocr
01054022	40	21	invalid_votes	0.2	ocr
01054022	41	21	spd	43.7	ocr
01054022	41	21	fdp	1.1	ocr
01054022	41	21	ssw	3.2	ocr
01054022	41	21	gruene	3.4	ocr
01054023	40	22	without_certificate	92.9	ocr
01054023	40	22	with_certificate	7.1	ocr
01054023	40	22	number_voters	73.9	ocr
01054023	40	22	invalid_votes	0.4	ocr
01054023	41	22	spd	39.1	ocr
01054023	41	22	fdp	2.9	ocr
01054023	41	22	ssw	6.5	ocr
01054023	41	22	gruene	1.8	ocr
01054024	40	23	without_certificate	95.6	ocr
01054024	40	23	with_certificate	4.4	ocr
01054024	40	23	number_voters	82.8	ocr
01054024	40	23	invalid_votes	0.5	ocr
01054024	41	23	spd	30.8	ocr
01054024	41	23	fdp	2.5	ocr
01054024	41	23	ssw	1.7	ocr
01054024	41	23	dkp	0.5	ocr
01054024	41	23	gruene	4.3	ocr
01054025	40	24	without_certificate	93.7	ocr
01054025	40	24	with_certificate	6.3	ocr
01054025	40	24	number_voters	85.7	ocr
01054025	41	24	spd	9.3	ocr
01054025	41	24	fdp	1.9	ocr
01054025	41	24	ssw	1.9	ocr
01054025	41	24	gruene	1.9	ocr
01054026	40	25	without_certificate	70.6	ocr
01054026	41	25	spd	4.2	ocr
01054026	41	25	fdp	4.2	ocr
01054027	42	1	without_certificate	95.0	ocr
01054027	42	1	with_certificate	5.0	ocr
01054027	42	1	number_voters	82.0	ocr
01054027	43	1	spd	25.6	ocr
01054027	43	1	ssw	2.4	ocr
01054027	43	1	gruene	12.2	ocr
01054032	42	2	without_certificate	91.7	ocr
01054032	42	2	with_certificate	8.3	ocr
01054032	42	2	number_voters	76.7	ocr
01054032	43	2	spd	21.7	ocr
01054032	43	2	ssw	4.3	ocr
01054032	43	2	gruene	2.2	ocr
01054033	42	3	without_certificate	87.4	ocr
01054033	42	3	with_certificate	12.6	ocr
01054033	42	3	number_voters	76.7	ocr
01054033	42	3	invalid_votes	0.2	ocr
01054033	43	3	cdu	35.5	ocr
01054033	43	3	fdp	2.4	ocr
01054033	43	3	ssw	8.5	ocr
01054034	42	4	without_certificate	95.8	ocr
01054034	42	4	with_certificate	4.2	ocr
01054034	42	4	number_voters	87.0	ocr
01054034	43	4	spd	25.7	ocr
01054034	43	4	fdp	0.6	ocr
01054034	43	4	gruene	3.0	ocr
01054035	42	5	without_certificate	85.5	ocr
01054035	42	5	with_certificate	14.5	ocr
01054035	42	5	number_voters	72.8	ocr
01054035	43	5	spd	31.3	ocr
01054035	43	5	fdp	4.2	ocr
01054035	43	5	ssw	6.0	ocr
01054035	43	5	gruene	3.0	ocr
01054036	42	6	without_certificate	84.5	ocr
01054036	42	6	with_certificate	15.5	ocr
01054036	42	6	number_voters	71.3	ocr
01054036	42	6	invalid_votes	0.6	ocr
01054036	43	6	spd	39.6	ocr
01054036	43	6	fdp	5.1	ocr
01054036	43	6	ssw	5.2	ocr
01054036	43	6	gruene	2.8	ocr
01054037	42	7	without_certificate	96.5	ocr
01054037	42	7	with_certificate	3.5	ocr
01054037	42	7	number_voters	83.5	ocr
01054037	43	7	spd	33.3	ocr
01054037	43	7	fdp	0.5	ocr
01054037	43	7	ssw	3.1	ocr
01054037	43	7	gruene	5.2	ocr
01054038	42	8	without_certificate	93.6	ocr
01054038	42	8	with_certificate	6.4	ocr
01054038	42	8	number_voters	83.6	ocr
01054038	43	8	spd	21.4	ocr
01054038	43	8	fdp	0.4	ocr
01054038	43	8	ssw	3.8	ocr
01054038	43	8	dkp	0.4	ocr
01054038	43	8	gruene	4.3	ocr
01054039	42	9	without_certificate	78.6	ocr
01054039	42	9	with_certificate	21.4	ocr
01054039	42	9	number_voters	78.6	ocr
01054040	42	10	without_certificate	86.2	ocr
01054040	42	10	with_certificate	13.8	ocr
01054040	42	10	number_voters	75.9	ocr
01054040	43	10	cdu	31.8	ocr
01054040	43	10	fdp	9.1	ocr
01054041	42	11	without_certificate	94.5	ocr
01054041	42	11	with_certificate	5.5	ocr
01054041	42	11	number_voters	80.7	ocr
01054041	43	11	spd	26.5	ocr
01054041	43	11	fdp	1.9	ocr
01054041	43	11	ssw	0.9	ocr
01054041	43	11	dkp	0.2	ocr
01054041	43	11	gruene	1.9	ocr
01054042	42	12	without_certificate	92.8	ocr
01054042	42	12	with_certificate	7.2	ocr
01054042	42	12	number_voters	74.2	ocr
01054042	42	12	invalid_votes	0.6	ocr
01054042	43	12	spd	40.7	ocr
01054042	43	12	fdp	3.9	ocr
01054042	43	12	ssw	3.6	ocr
01054042	43	12	gruene	4.5	ocr
01054043	42	13	without_certificate	94.3	ocr
01054043	42	13	with_certificate	5.7	ocr
01054043	42	13	number_voters	70.4	ocr
01054043	43	13	spd	20.7	ocr
01054043	43	13	fdp	2.9	ocr
01054043	43	13	ssw	2.3	ocr
01054043	43	13	gruene	4.0	ocr
01054045	42	14	without_certificate	93.4	ocr
01054045	42	14	with_certificate	6.6	ocr
01054045	42	14	number_voters	81.6	ocr
01054045	43	14	spd	20.7	ocr
01054045	43	14	fdp	1.9	ocr
01054045	43	14	ssw	1.1	ocr
01054045	43	14	gruene	4.2	ocr
01054045	43	14	einzelbewerber_llsh	0.8	ocr
01054046	42	15	without_certificate	81.6	ocr
01054046	42	15	with_certificate	18.4	ocr
01054046	42	15	number_voters	62.6	ocr
01054046	43	15	spd	45.9	ocr
01054046	43	15	fdp	0.9	ocr
01054046	43	15	ssw	3.0	ocr
01054046	43	15	gruene	3.9	ocr
01054048	42	16	without_certificate	97.1	ocr
01054048	42	16	with_certificate	2.9	ocr
01054048	42	16	number_voters	91.2	ocr
01054048	43	16	spd	25.8	ocr
01054048	43	16	fdp	3.2	ocr
01054048	43	16	ssw	3.2	ocr
01054048	43	16	gruene	1.6	ocr
01054050	42	17	without_certificate	83.6	ocr
01054050	42	17	with_certificate	16.4	ocr
01054050	42	17	number_voters	69.5	ocr
01054050	42	17	invalid_votes	1.1	ocr
01054050	43	17	cdu	39.8	ocr
01054050	43	17	fdp	1.1	ocr
01054050	43	17	gruene	4.5	ocr
01054052	42	18	without_certificate	95.1	ocr
01054052	42	18	with_certificate	4.9	ocr
01054052	42	18	number_voters	79.6	ocr
01054052	42	18	invalid_votes	0.6	ocr
01054052	43	18	spd	31.4	ocr
01054052	43	18	fdp	0.9	ocr
01054052	43	18	ssw	4.6	ocr
01054052	43	18	gruene	2.8	ocr
01054054	42	19	without_certificate	96.7	ocr
01054054	42	19	with_certificate	3.3	ocr
01054054	42	19	number_voters	80.9	visual
01054054	43	19	spd	22.0	ocr
01054054	43	19	fdp	1.6	ocr
01054054	43	19	ssw	4.9	ocr
01054054	43	19	gruene	5.7	ocr
01054055	42	20	without_certificate	95.0	ocr
01054055	42	20	with_certificate	5.0	ocr
01054055	42	20	number_voters	76.6	ocr
01054055	42	20	invalid_votes	0.2	ocr
01054055	43	20	spd	25.3	ocr
01054055	43	20	fdp	1.2	ocr
01054055	43	20	ssw	10.2	ocr
01054055	43	20	gruene	2.8	ocr
01054056	42	21	without_certificate	90.3	ocr
01054056	42	21	with_certificate	9.7	ocr
01054056	42	21	number_voters	73.5	ocr
01054056	42	21	invalid_votes	0.3	ocr
01054056	43	21	cdu	42.3	ocr
01054056	43	21	fdp	2.4	ocr
01054056	43	21	ssw	3.6	ocr
01054057	42	22	without_certificate	95.0	ocr
01054057	42	22	with_certificate	5.0	ocr
01054057	42	22	number_voters	86.2	ocr
01054057	42	22	invalid_votes	0.6	ocr
01054057	43	22	spd	34.7	ocr
01054057	43	22	fdp	0.6	ocr
01054057	43	22	ssw	1.7	ocr
01054057	43	22	gruene	3.9	ocr
01054059	42	23	without_certificate	96.5	ocr
01054059	42	23	with_certificate	3.5	ocr
01054059	42	23	number_voters	83.0	ocr
01054059	42	23	invalid_votes	0.3	ocr
01054059	43	23	spd	25.5	ocr
01054059	43	23	fdp	4.2	ocr
01054059	43	23	ssw	4.2	ocr
01054059	43	23	gruene	2.4	ocr
01054061	43	24	spd	20.7	ocr
01054061	43	24	fdp	1.7	ocr
01054061	43	24	dkp	0.3	ocr
01054062	42	25	without_certificate	97.8	ocr
01054062	42	25	with_certificate	2.2	ocr
01054062	42	25	number_voters	77.5	ocr
01054062	43	25	spd	18.8	ocr
01054062	43	25	ssw	5.8	ocr
01054062	43	25	gruene	6.5	ocr
01054063	44	1	without_certificate	87.2	ocr
01054063	44	1	with_certificate	12.8	ocr
01054063	44	1	number_voters	77.2	ocr
01054063	45	1	spd	30.4	ocr
01054063	45	1	fdp	5.2	ocr
01054063	45	1	ssw	0.9	ocr
01054063	45	1	gruene	2.6	ocr
01054065	44	2	without_certificate	93.0	ocr
01054065	44	2	with_certificate	7.0	ocr
01054065	44	2	number_voters	71.8	ocr
01054065	45	2	spd	38.9	ocr
01054065	45	2	fdp	1.4	ocr
01054065	45	2	ssw	2.2	ocr
01054065	45	2	gruene	3.4	ocr
01054068	44	3	without_certificate	94.9	ocr
01054068	44	3	with_certificate	5.1	ocr
01054068	44	3	number_voters	80.2	ocr
01054068	44	3	invalid_votes	0.4	ocr
01054068	45	3	spd	32.1	ocr
01054068	45	3	fdp	1.5	ocr
01054068	45	3	ssw	8.4	ocr
01054068	45	3	gruene	0.9	ocr
01054070	44	4	without_certificate	91.4	ocr
01054070	44	4	with_certificate	8.6	ocr
01054070	44	4	number_voters	81.2	ocr
01054070	44	4	invalid_votes	0.2	ocr
01054070	45	4	spd	43.3	ocr
01054070	45	4	fdp	2.2	ocr
01054070	45	4	ssw	4.6	ocr
01054070	45	4	gruene	2.4	ocr
01054071	44	5	without_certificate	81.1	ocr
01054071	44	5	with_certificate	18.9	ocr
01054071	44	5	number_voters	67.9	ocr
01054071	45	5	spd	27.8	ocr
01054071	45	5	gruene	5.6	ocr
01054071	45	5	einzelbewerber_llsh	2.8	ocr
01054072	44	6	without_certificate	85.2	ocr
01054072	44	6	with_certificate	14.8	ocr
01054072	44	6	number_voters	76.8	ocr
01054072	45	6	cdu	38.5	ocr
01054072	45	6	fdp	15.6	ocr
01054072	45	6	ssw	1.8	ocr
01054072	45	6	gruene	1.8	ocr
01054073	44	7	without_certificate	93.6	ocr
01054073	44	7	with_certificate	6.4	ocr
01054073	44	7	number_voters	76.5	ocr
01054073	45	7	spd	29.2	ocr
01054073	45	7	fdp	1.7	ocr
01054073	45	7	dkp	0.2	ocr
01054073	45	7	gruene	3.5	ocr
01054073	45	7	einzelbewerber_llsh	0.2	ocr
01054074	44	8	without_certificate	87.3	ocr
01054074	44	8	with_certificate	12.7	ocr
01054074	44	8	number_voters	76.6	ocr
01054074	45	8	spd	41.3	ocr
01054074	45	8	ssw	1.7	ocr
01054074	45	8	gruene	4.1	ocr
01054075	44	9	without_certificate	93.7	ocr
01054075	44	9	with_certificate	6.3	ocr
01054075	44	9	number_voters	77.3	ocr
01054075	44	9	invalid_votes	0.1	ocr
01054075	45	9	spd	38.2	ocr
01054075	45	9	fdp	4.0	ocr
01054075	45	9	ssw	1.8	ocr
01054075	45	9	dkp	0.3	ocr
01054075	45	9	gruene	4.3	ocr
01054076	44	10	without_certificate	91.0	ocr
01054076	44	10	with_certificate	9.0	ocr
01054076	44	10	number_voters	75.5	ocr
01054076	44	10	invalid_votes	0.2	ocr
01054076	45	10	spd	41.0	ocr
01054076	45	10	fdp	1.5	ocr
01054076	45	10	ssw	7.6	ocr
01054076	45	10	gruene	2.4	ocr
01054077	44	11	without_certificate	95.1	ocr
01054077	44	11	with_certificate	4.9	ocr
01054077	44	11	number_voters	80.5	ocr
01054077	45	11	spd	33.3	ocr
01054077	45	11	fdp	3.0	ocr
01054077	45	11	ssw	12.1	ocr
01054077	45	11	gruene	9.1	ocr
01054078	44	12	without_certificate	80.0	ocr
01054078	44	12	with_certificate	20.0	ocr
01054078	44	12	number_voters	64.6	ocr
01054078	44	12	invalid_votes	0.1	ocr
01054078	45	12	spd	37.6	ocr
01054078	45	12	fdp	2.0	ocr
01054078	45	12	ssw	7.8	ocr
01054078	45	12	gruene	3.8	ocr
01054079	44	13	without_certificate	96.9	ocr
01054079	44	13	with_certificate	3.1	ocr
01054079	44	13	number_voters	84.1	ocr
01054079	45	13	spd	28.3	ocr
01054079	45	13	fdp	1.8	ocr
01054079	45	13	ssw	2.9	ocr
01054079	45	13	gruene	1.8	ocr
01054080	44	14	without_certificate	94.6	ocr
01054080	44	14	with_certificate	5.4	ocr
01054080	44	14	number_voters	78.7	ocr
01054080	45	14	spd	33.3	ocr
01054080	45	14	fdp	3.1	ocr
01054080	45	14	ssw	1.3	ocr
01054080	45	14	gruene	2.5	ocr
01054083	44	15	without_certificate	88.6	ocr
01054083	44	15	with_certificate	11.4	ocr
01054083	44	15	number_voters	74.1	ocr
01054083	45	15	spd	11.7	ocr
01054083	45	15	fdp	3.6	ocr
01054083	45	15	ssw	2.2	ocr
01054083	45	15	dkp	0.7	ocr
01054083	45	15	gruene	1.5	ocr
01054084	44	16	without_certificate	93.3	ocr
01054084	44	16	with_certificate	6.7	ocr
01054084	44	16	number_voters	82.4	ocr
01054084	44	16	invalid_votes	0.4	ocr
01054084	45	16	cdu	42.0	ocr
01054084	45	16	fdp	3.0	ocr
01054084	45	16	ssw	3.9	ocr
01054084	45	16	dkp	0.3	ocr
01054084	45	16	gruene	3.0	visual
01054085	44	17	without_certificate	76.1	ocr
01054085	44	17	with_certificate	23.9	ocr
01054085	44	17	number_voters	59.8	ocr
01054085	44	17	invalid_votes	0.2	ocr
01054085	45	17	spd	30.4	ocr
01054085	45	17	fdp	4.5	ocr
01054085	45	17	ssw	1.5	ocr
01054085	45	17	gruene	6.5	ocr
01054086	44	18	without_certificate	93.4	ocr
01054086	44	18	with_certificate	6.6	ocr
01054086	44	18	number_voters	75.2	ocr
01054086	44	18	invalid_votes	0.2	ocr
01054086	45	18	spd	30.4	ocr
01054086	45	18	fdp	0.6	ocr
01054086	45	18	ssw	6.5	ocr
01054086	45	18	gruene	3.5	ocr
01054087	44	19	without_certificate	81.3	ocr
01054087	44	19	with_certificate	18.7	ocr
01054087	44	19	number_voters	66.7	ocr
01054087	45	19	spd	21.7	ocr
01054087	45	19	fdp	0.8	ocr
01054087	45	19	ssw	1.1	ocr
01054087	45	19	gruene	6.5	ocr
01054088	44	20	without_certificate	88.1	ocr
01054088	44	20	with_certificate	11.9	ocr
01054088	44	20	number_voters	74.9	ocr
01054088	44	20	invalid_votes	0.4	ocr
01054088	45	20	spd	40.3	ocr
01054088	45	20	fdp	2.2	ocr
01054088	45	20	ssw	4.8	ocr
01054088	45	20	gruene	3.5	ocr
01054089	44	21	without_certificate	76.6	ocr
01054089	44	21	with_certificate	23.4	ocr
01054089	44	21	number_voters	60.2	ocr
01054089	44	21	invalid_votes	0.4	ocr
01054089	45	21	spd	19.9	ocr
01054089	45	21	fdp	1.1	ocr
01054089	45	21	ssw	2.6	ocr
01054089	45	21	gruene	4.5	ocr
01054090	44	22	without_certificate	92.9	ocr
01054090	44	22	with_certificate	7.1	ocr
01054090	44	22	number_voters	85.7	ocr
01054090	45	22	spd	8.3	ocr
01054090	45	22	gruene	2.8	ocr
01054091	44	23	without_certificate	86.3	ocr
01054091	44	23	with_certificate	13.7	ocr
01054091	44	23	number_voters	76.9	ocr
01054091	44	23	invalid_votes	0.3	ocr
01054091	45	23	cdu	47.7	ocr
01054091	45	23	fdp	0.8	ocr
01054091	45	23	ssw	1.1	ocr
01054091	45	23	gruene	1.7	ocr
01054092	44	24	without_certificate	95.1	ocr
01054092	44	24	with_certificate	4.9	ocr
01054092	44	24	number_voters	80.6	ocr
01054092	45	24	spd	20.5	ocr
01054092	45	24	fdp	0.4	ocr
01054092	45	24	ssw	0.4	ocr
01054092	45	24	gruene	2.8	ocr
01054093	44	25	without_certificate	93.0	ocr
01054093	44	25	with_certificate	7.0	ocr
01054093	44	25	number_voters	82.0	ocr
01054093	44	25	invalid_votes	0.3	ocr
01054093	45	25	spd	39.9	ocr
01054093	45	25	fdp	1.7	ocr
01054093	45	25	ssw	0.7	ocr
01054093	45	25	gruene	3.8	ocr
01054094	46	1	without_certificate	94.4	ocr
01054094	46	1	with_certificate	5.6	ocr
01054094	46	1	number_voters	76.4	ocr
01054094	47	1	spd	29.6	ocr
01054094	47	1	fdp	1.7	ocr
01054094	47	1	ssw	6.0	ocr
01054094	47	1	gruene	3.9	ocr
01054095	46	2	without_certificate	91.4	ocr
01054095	46	2	with_certificate	8.6	ocr
01054095	46	2	number_voters	74.0	ocr
01054095	46	2	invalid_votes	0.3	ocr
01054095	47	2	spd	40.3	ocr
01054095	47	2	fdp	5.7	ocr
01054095	47	2	ssw	2.6	ocr
01054095	47	2	gruene	3.0	ocr
01054096	46	3	without_certificate	96.6	ocr
01054096	46	3	with_certificate	3.4	ocr
01054096	46	3	number_voters	77.0	ocr
01054096	46	3	invalid_votes	0.4	ocr
01054096	47	3	spd	28.6	ocr
01054096	47	3	fdp	0.7	ocr
01054096	47	3	ssw	2.6	ocr
01054096	47	3	gruene	2.6	ocr
01054097	46	4	without_certificate	96.4	ocr
01054097	46	4	with_certificate	3.6	ocr
01054097	46	4	number_voters	84.0	ocr
01054097	47	4	spd	24.8	ocr
01054097	47	4	fdp	1.9	ocr
01054097	47	4	gruene	1.4	ocr
01054098	46	5	without_certificate	91.4	ocr
01054098	46	5	with_certificate	8.6	ocr
01054098	46	5	number_voters	75.4	ocr
01054098	47	5	spd	18.8	ocr
01054098	47	5	fdp	2.8	ocr
01054098	47	5	ssw	2.8	ocr
01054098	47	5	gruene	4.6	ocr
01054099	46	6	without_certificate	91.8	ocr
01054099	46	6	with_certificate	8.2	ocr
01054099	46	6	number_voters	78.6	ocr
01054099	46	6	invalid_votes	0.1	ocr
01054099	47	6	spd	32.0	ocr
01054099	47	6	fdp	4.2	ocr
01054099	47	6	ssw	1.1	ocr
01054099	47	6	gruene	3.4	ocr
01054100	46	7	without_certificate	87.3	ocr
01054100	46	7	with_certificate	12.7	ocr
01054100	46	7	number_voters	78.9	ocr
01054100	47	7	spd	30.6	ocr
01054100	47	7	fdp	6.7	ocr
01054100	47	7	ssw	6.7	ocr
01054100	47	7	gruene	3.9	ocr
01054101	46	8	without_certificate	96.4	ocr
01054101	46	8	with_certificate	3.6	ocr
01054101	46	8	number_voters	87.7	ocr
01054101	47	8	spd	36.5	ocr
01054101	47	8	fdp	1.1	ocr
01054101	47	8	ssw	6.8	ocr
01054101	47	8	gruene	3.0	ocr
01054103	46	9	without_certificate	83.3	ocr
01054103	46	9	with_certificate	16.7	ocr
01054103	46	9	number_voters	70.1	ocr
01054103	47	9	spd	33.3	ocr
01054103	47	9	fdp	2.6	ocr
01054103	47	9	ssw	0.3	ocr
01054103	47	9	gruene	1.8	ocr
01054103	47	9	einzelbewerber_llsh	0.3	ocr
01054104	46	10	without_certificate	86.0	ocr
01054104	46	10	with_certificate	14.0	ocr
01054104	46	10	number_voters	68.7	ocr
01054104	46	10	invalid_votes	0.7	ocr
01054104	47	10	spd	25.3	ocr
01054104	47	10	fdp	6.8	ocr
01054104	47	10	ssw	10.3	ocr
01054104	47	10	gruene	2.1	ocr
01054105	46	11	without_certificate	95.8	ocr
01054105	46	11	number_voters	76.1	ocr
01054105	47	11	spd	28.9	ocr
01054105	47	11	fdp	3.0	ocr
01054105	47	11	ssw	1.5	ocr
01054105	47	11	gruene	5.6	ocr
01054106	46	12	without_certificate	91.5	ocr
01054106	46	12	with_certificate	8.5	ocr
01054106	46	12	number_voters	79.4	ocr
01054106	46	12	invalid_votes	0.3	ocr
01054106	47	12	spd	34.5	ocr
01054106	47	12	fdp	7.1	ocr
01054106	47	12	ssw	0.9	ocr
01054106	47	12	dkp	0.1	ocr
01054106	47	12	gruene	3.2	ocr
01054107	46	13	without_certificate	81.5	ocr
01054107	46	13	with_certificate	18.5	ocr
01054107	46	13	number_voters	58.0	ocr
01054107	47	13	spd	39.2	ocr
01054107	47	13	fdp	3.4	ocr
01054107	47	13	ssw	2.2	ocr
01054107	47	13	dkp	0.4	ocr
