ags	source_page	source_row	field	value	ocr	pdf_text	method
01053132	38	3	eligible_voters	508	508	508	ocr_candidates_and_row_identities
01053132	38	3	without_certificate	456	456	lt56	ocr_candidates_and_row_identities
01053132	38	3	with_certificate	52	52	52	ocr_candidates_and_row_identities
01053132	38	3	number_voters	408	408	~8	ocr_candidates_and_row_identities
01053132	38	3	invalid_votes	3	3	3	ocr_candidates_and_row_identities
01053132	39	3	valid_votes	405	405	405	ocr_candidates_and_row_identities
01053132	39	3	cdu	186	186	186	ocr_candidates_and_row_identities
01053132	39	3	spd	204	204	204	ocr_candidates_and_row_identities
01053132	39	3	fdp	4	4	lt	ocr_candidates_and_row_identities
01053132	39	3	ssw	0	-		ocr_candidates_and_row_identities
01053132	39	3	dkp	0			ocr_candidates_and_row_identities
01053132	39	3	dgl	0	-		ocr_candidates_and_row_identities
01053132	39	3	gruene	11	11	11	ocr_candidates_and_row_identities
01053132	39	3	fp	0	-		ocr_candidates_and_row_identities
01053132	39	3	fsu	0	-		ocr_candidates_and_row_identities
01053132	39	3	einzelbewerber_llsh	0	-		ocr_candidates_and_row_identities
01053133	38	4	eligible_voters	1977	1977	1977	ocr_candidates_and_row_identities
01053133	38	4	without_certificate	1662	1662	1662	ocr_candidates_and_row_identities
01053133	38	4	with_certificate	315	315	315	ocr_candidates_and_row_identities
01053133	38	4	number_voters	1499	1499	1499	ocr_candidates_and_row_identities
01053133	38	4	invalid_votes	5	5	5	ocr_candidates_and_row_identities
01053133	39	4	valid_votes	1494	1494	1494	ocr_candidates_and_row_identities
01053133	39	4	cdu	827	827	827	ocr_candidates_and_row_identities
01053133	39	4	spd	529	529	529	ocr_candidates_and_row_identities
01053133	39	4	fdp	53	53	53	ocr_candidates_and_row_identities
01053133	39	4	ssw	0	-		ocr_candidates_and_row_identities
01053133	39	4	dkp	3	3	3	ocr_candidates_and_row_identities
01053133	39	4	dgl	0	-		ocr_candidates_and_row_identities
01053133	39	4	gruene	82	82	82	ocr_candidates_and_row_identities
01053133	39	4	fp	0	-		ocr_candidates_and_row_identities
01053133	39	4	fsu	0	-		ocr_candidates_and_row_identities
01053133	39	4	einzelbewerber_llsh	0	-		ocr_candidates_and_row_identities
01053134	38	5	eligible_voters	208	208	208	ocr_candidates_and_row_identities
01053134	38	5	without_certificate	193	193	193	ocr_candidates_and_row_identities
01053134	38	5	with_certificate	15	15	15	ocr_candidates_and_row_identities
01053134	38	5	number_voters	176	176	176	ocr_candidates_and_row_identities
01053134	38	5	invalid_votes	1	1	1	ocr_candidates_and_row_identities
01053134	39	5	valid_votes	175	175	175	ocr_candidates_and_row_identities
01053134	39	5	cdu	96	96	96	ocr_candidates_and_row_identities
01053134	39	5	spd	68	68	68	ocr_candidates_and_row_identities
01053134	39	5	fdp	3	3	3	ocr_candidates_and_row_identities
01053134	39	5	ssw	0	-		ocr_candidates_and_row_identities
01053134	39	5	dkp	0			ocr_candidates_and_row_identities
01053134	39	5	dgl	0	-		ocr_candidates_and_row_identities
01053134	39	5	gruene	8	8	8	ocr_candidates_and_row_identities
01053134	39	5	fp	0	-		ocr_candidates_and_row_identities
01053134	39	5	fsu	0	-		ocr_candidates_and_row_identities
01053134	39	5	einzelbewerber_llsh	0	-		ocr_candidates_and_row_identities
01053135	38	6	eligible_voters	142	142	11t2	ocr_candidates_and_row_identities
01053135	38	6	without_certificate	131	131	131	ocr_candidates_and_row_identities
01053135	38	6	with_certificate	11	1	11	ocr_candidates_and_row_identities
01053135	38	6	number_voters	118	118	118	ocr_candidates_and_row_identities
01053135	38	6	invalid_votes	0			ocr_candidates_and_row_identities
01053135	39	6	valid_votes	118	118	118	ocr_candidates_and_row_identities
01053135	39	6	cdu	84	84	84	ocr_candidates_and_row_identities
01053135	39	6	spd	27	27	27	ocr_candidates_and_row_identities
01053135	39	6	fdp	3	3	3	ocr_candidates_and_row_identities
01053135	39	6	ssw	0	-		ocr_candidates_and_row_identities
01053135	39	6	dkp	0			ocr_candidates_and_row_identities
01053135	39	6	dgl	0	-		ocr_candidates_and_row_identities
01053135	39	6	gruene	4	4	lt	ocr_candidates_and_row_identities
01053135	39	6	fp	0	-		ocr_candidates_and_row_identities
01053135	39	6	fsu	0	-		ocr_candidates_and_row_identities
01053135	39	6	einzelbewerber_llsh	0	-		ocr_candidates_and_row_identities
01053136	38	7	eligible_voters	506	506	506	ocr_candidates_and_row_identities
01053136	38	7	without_certificate	476	476	lt76	ocr_candidates_and_row_identities
01053136	38	7	with_certificate	30	30	30	ocr_candidates_and_row_identities
01053136	38	7	number_voters	413	413	413	ocr_candidates_and_row_identities
01053136	38	7	invalid_votes	1	1		ocr_candidates_and_row_identities
01053136	39	7	valid_votes	412	412	412	ocr_candidates_and_row_identities
01053136	39	7	cdu	229	229	229	ocr_candidates_and_row_identities
01053136	39	7	spd	160	160	160	ocr_candidates_and_row_identities
01053136	39	7	fdp	11	11	11	ocr_candidates_and_row_identities
01053136	39	7	ssw	0	-		ocr_candidates_and_row_identities
01053136	39	7	dkp	0			ocr_candidates_and_row_identities
01053136	39	7	dgl	0	-		ocr_candidates_and_row_identities
01053136	39	7	gruene	12	12	12	ocr_candidates_and_row_identities
01053136	39	7	fp	0	-		ocr_candidates_and_row_identities
01053136	39	7	fsu	0	-		ocr_candidates_and_row_identities
01053136	39	7	einzelbewerber_llsh	0	-		ocr_candidates_and_row_identities
01054001	40	1	eligible_voters	898	898	898	ocr_candidates_and_row_identities
01054001	40	1	without_certificate	843	843	843	ocr_candidates_and_row_identities
01054001	40	1	with_certificate	55	55	55	ocr_candidates_and_row_identities
01054001	40	1	number_voters	704	704	704	ocr_candidates_and_row_identities
01054001	40	1	invalid_votes	4	4	4	ocr_candidates_and_row_identities
01054001	41	1	valid_votes	700	700	700	ocr_candidates_and_row_identities
01054001	41	1	cdu	397	397	397	ocr_candidates_and_row_identities
01054001	41	1	spd	206	206	206	ocr_candidates_and_row_identities
01054001	41	1	fdp	6	6	6	ocr_candidates_and_row_identities
01054001	41	1	ssw	74	74	74	ocr_candidates_and_row_identities
01054001	41	1	dkp	0			ocr_candidates_and_row_identities
01054001	41	1	dgl	0	-		ocr_candidates_and_row_identities
01054001	41	1	gruene	17	17	17	ocr_candidates_and_row_identities
01054001	41	1	fp	0	-		ocr_candidates_and_row_identities
01054001	41	1	fsu	0	-		ocr_candidates_and_row_identities
01054001	41	1	einzelbewerber_llsh	0			ocr_candidates_and_row_identities
01054002	40	2	eligible_voters	320	320	320	ocr_candidates_and_row_identities
01054002	40	2	without_certificate	309	309	309	ocr_candidates_and_row_identities
01054002	40	2	with_certificate	11	11	11	ocr_candidates_and_row_identities
01054002	40	2	number_voters	267	267	267	ocr_candidates_and_row_identities
01054002	40	2	invalid_votes	2	2	2	ocr_candidates_and_row_identities
01054002	41	2	valid_votes	265	265	265	ocr_candidates_and_row_identities
01054002	41	2	cdu	166	166	166	ocr_candidates_and_row_identities
01054002	41	2	spd	73	73	73	ocr_candidates_and_row_identities
01054002	41	2	fdp	2	2	2	ocr_candidates_and_row_identities
01054002	41	2	ssw	15	15	15	ocr_candidates_and_row_identities
01054002	41	2	dkp	0			ocr_candidates_and_row_identities
01054002	41	2	dgl	0	-		ocr_candidates_and_row_identities
01054002	41	2	gruene	9	9	9	ocr_candidates_and_row_identities
01054002	41	2	fp	0	-		ocr_candidates_and_row_identities
01054002	41	2	fsu	0	-		ocr_candidates_and_row_identities
01054002	41	2	einzelbewerber_llsh	0			ocr_candidates_and_row_identities
01054003	40	3	eligible_voters	324	324	324	ocr_candidates_and_row_identities
01054003	40	3	without_certificate	307	307	307	ocr_candidates_and_row_identities
01054003	40	3	with_certificate	17	17	17	ocr_candidates_and_row_identities
01054003	40	3	number_voters	269	269	269	ocr_candidates_and_row_identities
01054003	40	3	invalid_votes	1	1		ocr_candidates_and_row_identities
01054003	41	3	valid_votes	268	268	268	ocr_candidates_and_row_identities
01054003	41	3	cdu	193	193	193	ocr_candidates_and_row_identities
01054003	41	3	spd	59	59	59	ocr_candidates_and_row_identities
01054003	41	3	fdp	2	2	2	ocr_candidates_and_row_identities
01054003	41	3	ssw	4	4	4	ocr_candidates_and_row_identities
01054003	41	3	dkp	0			ocr_candidates_and_row_identities
01054003	41	3	dgl	0	-		ocr_candidates_and_row_identities
01054003	41	3	gruene	10	10	10	ocr_candidates_and_row_identities
01054003	41	3	fp	0	-		ocr_candidates_and_row_identities
01054003	41	3	fsu	0	-		ocr_candidates_and_row_identities
01054003	41	3	einzelbewerber_llsh	0			ocr_candidates_and_row_identities
01054004	40	4	eligible_voters	173	173	173	ocr_candidates_and_row_identities
01054004	40	4	without_certificate	162	162	162	ocr_candidates_and_row_identities
01054004	40	4	with_certificate	11	11	11	ocr_candidates_and_row_identities
01054004	40	4	number_voters	140	140	140	ocr_candidates_and_row_identities
01054004	40	4	invalid_votes	0			ocr_candidates_and_row_identities
01054004	41	4	valid_votes	140	140	140	ocr_candidates_and_row_identities
01054004	41	4	cdu	87	87	87	ocr_candidates_and_row_identities
01054004	41	4	spd	40	40	40	ocr_candidates_and_row_identities
01054004	41	4	fdp	1	1		ocr_candidates_and_row_identities
01054004	41	4	ssw	9	9	9	ocr_candidates_and_row_identities
01054004	41	4	dkp	0			ocr_candidates_and_row_identities
01054004	41	4	dgl	0	-		ocr_candidates_and_row_identities
01054004	41	4	gruene	3	3	3	ocr_candidates_and_row_identities
01054004	41	4	fp	0	-		ocr_candidates_and_row_identities
01054004	41	4	fsu	0	-		ocr_candidates_and_row_identities
01054004	41	4	einzelbewerber_llsh	0			ocr_candidates_and_row_identities
01054005	40	5	eligible_voters	313	343	313	ocr_candidates_and_row_identities
01054005	40	5	without_certificate	283	283	283	ocr_candidates_and_row_identities
01054005	40	5	with_certificate	30	30	30	ocr_candidates_and_row_identities
01054005	40	5	number_voters	235	235	235	ocr_candidates_and_row_identities
01054005	40	5	invalid_votes	0			ocr_candidates_and_row_identities
01054005	41	5	valid_votes	235	235	235	ocr_candidates_and_row_identities
01054005	41	5	cdu	153	153	153	ocr_candidates_and_row_identities
01054005	41	5	spd	59	59	59	ocr_candidates_and_row_identities
01054005	41	5	fdp	5	5	5	ocr_candidates_and_row_identities
01054005	41	5	ssw	7	7	7	ocr_candidates_and_row_identities
01054005	41	5	dkp	0			ocr_candidates_and_row_identities
01054005	41	5	dgl	0	-		ocr_candidates_and_row_identities
01054005	41	5	gruene	11	11	11	ocr_candidates_and_row_identities
01054005	41	5	fp	0	-		ocr_candidates_and_row_identities
01054005	41	5	fsu	0	-		ocr_candidates_and_row_identities
01054005	41	5	einzelbewerber_llsh	0	-		ocr_candidates_and_row_identities
01054006	40	6	eligible_voters	308	308	308	ocr_candidates_and_row_identities
01054006	40	6	without_certificate	290	290	290	ocr_candidates_and_row_identities
01054006	40	6	with_certificate	18	18	18	ocr_candidates_and_row_identities
01054006	40	6	number_voters	234	234	234	ocr_candidates_and_row_identities
01054006	40	6	invalid_votes	1	1		ocr_candidates_and_row_identities
01054006	41	6	valid_votes	233	233	233	ocr_candidates_and_row_identities
01054006	41	6	cdu	122	122	122	ocr_candidates_and_row_identities
01054006	41	6	spd	97	97	97	ocr_candidates_and_row_identities
01054006	41	6	fdp	5	5	5	ocr_candidates_and_row_identities
01054006	41	6	ssw	8	&	f>	visual
01054006	41	6	dkp	0			ocr_candidates_and_row_identities
01054006	41	6	dgl	0	-		ocr_candidates_and_row_identities
01054006	41	6	gruene	1	1		ocr_candidates_and_row_identities
01054006	41	6	fp	0	-		ocr_candidates_and_row_identities
01054006	41	6	fsu	0	-		ocr_candidates_and_row_identities
01054006	41	6	einzelbewerber_llsh	0			ocr_candidates_and_row_identities
01054007	40	7	eligible_voters	224	224	224	ocr_candidates_and_row_identities
01054007	40	7	without_certificate	212	242	212	ocr_candidates_and_row_identities
01054007	40	7	with_certificate	12	12	12	ocr_candidates_and_row_identities
01054007	40	7	number_voters	172	172	172	ocr_candidates_and_row_identities
01054007	40	7	invalid_votes	0			ocr_candidates_and_row_identities
01054007	41	7	valid_votes	172	172	172	ocr_candidates_and_row_identities
01054007	41	7	cdu	107	107	107	ocr_candidates_and_row_identities
01054007	41	7	spd	58	58	58	ocr_candidates_and_row_identities
01054007	41	7	fdp	3	3	3	ocr_candidates_and_row_identities
01054007	41	7	ssw	2	2	2	ocr_candidates_and_row_identities
01054007	41	7	dkp	0			ocr_candidates_and_row_identities
01054007	41	7	dgl	0	-		ocr_candidates_and_row_identities
01054007	41	7	gruene	2	2	2	ocr_candidates_and_row_identities
01054007	41	7	fp	0	-		ocr_candidates_and_row_identities
01054007	41	7	fsu	0	-		ocr_candidates_and_row_identities
01054007	41	7	einzelbewerber_llsh	0			ocr_candidates_and_row_identities
01054008	40	8	eligible_voters	36	36	36	ocr_candidates_and_row_identities
01054008	40	8	without_certificate	35	35	35	ocr_candidates_and_row_identities
01054008	40	8	with_certificate	1	1		ocr_candidates_and_row_identities
01054008	40	8	number_voters	31	31	31	ocr_candidates_and_row_identities
01054008	40	8	invalid_votes	0	:		ocr_candidates_and_row_identities
01054008	41	8	valid_votes	31	34	31	ocr_candidates_and_row_identities
01054008	41	8	cdu	23	23	23	ocr_candidates_and_row_identities
01054008	41	8	spd	8	8	8	ocr_candidates_and_row_identities
01054008	41	8	fdp	0			ocr_candidates_and_row_identities
01054008	41	8	ssw	0			ocr_candidates_and_row_identities
01054008	41	8	dkp	0			ocr_candidates_and_row_identities
01054008	41	8	dgl	0	-		ocr_candidates_and_row_identities
01054008	41	8	gruene	0			ocr_candidates_and_row_identities
01054008	41	8	fp	0	-		ocr_candidates_and_row_identities
01054008	41	8	fsu	0	-		ocr_candidates_and_row_identities
01054008	41	8	einzelbewerber_llsh	0	-		ocr_candidates_and_row_identities
01054009	40	9	eligible_voters	400	400	400	ocr_candidates_and_row_identities
01054009	40	9	without_certificate	384	384	384	ocr_candidates_and_row_identities
01054009	40	9	with_certificate	16	16	16	ocr_candidates_and_row_identities
01054009	40	9	number_voters	320	320	320	ocr_candidates_and_row_identities
01054009	40	9	invalid_votes	0			ocr_candidates_and_row_identities
01054009	41	9	valid_votes	320	320	320	ocr_candidates_and_row_identities
01054009	41	9	cdu	166	166	166	ocr_candidates_and_row_identities
01054009	41	9	spd	110	110	110	ocr_candidates_and_row_identities
01054009	41	9	fdp	3	3	3	ocr_candidates_and_row_identities
01054009	41	9	ssw	32	32	32	ocr_candidates_and_row_identities
01054009	41	9	dkp	0			ocr_candidates_and_row_identities
01054009	41	9	dgl	0	-		ocr_candidates_and_row_identities
01054009	41	9	gruene	9	9	9	ocr_candidates_and_row_identities
01054009	41	9	fp	0	-		ocr_candidates_and_row_identities
01054009	41	9	fsu	0	-		ocr_candidates_and_row_identities
01054009	41	9	einzelbewerber_llsh	0	-		ocr_candidates_and_row_identities
01054010	40	10	eligible_voters	470	470	470	ocr_candidates_and_row_identities
01054010	40	10	without_certificate	439	439	439	ocr_candidates_and_row_identities
01054010	40	10	with_certificate	31	31	31	ocr_candidates_and_row_identities
01054010	40	10	number_voters	377	377	377	ocr_candidates_and_row_identities
01054010	40	10	invalid_votes	3	3	3	visual
01054010	41	10	valid_votes	374	374	374	ocr_candidates_and_row_identities
01054010	41	10	cdu	245	245	245	ocr_candidates_and_row_identities
01054010	41	10	spd	105	105	105	ocr_candidates_and_row_identities
01054010	41	10	fdp	3	3	3	ocr_candidates_and_row_identities
01054010	41	10	ssw	12	12	12	ocr_candidates_and_row_identities
01054010	41	10	dkp	0			ocr_candidates_and_row_identities
01054010	41	10	dgl	0	-		ocr_candidates_and_row_identities
01054010	41	10	gruene	9	3	'}	visual
01054010	41	10	fp	0	-		ocr_candidates_and_row_identities
01054010	41	10	fsu	0	-		ocr_candidates_and_row_identities
01054010	41	10	einzelbewerber_llsh	0			ocr_candidates_and_row_identities
01054011	40	11	eligible_voters	379	379	379	ocr_candidates_and_row_identities
01054011	40	11	without_certificate	367	367	367	ocr_candidates_and_row_identities
01054011	40	11	with_certificate	12	12	12	ocr_candidates_and_row_identities
01054011	40	11	number_voters	324	324	324	ocr_candidates_and_row_identities
01054011	40	11	invalid_votes	1	1		ocr_candidates_and_row_identities
01054011	41	11	valid_votes	323	323	323	ocr_candidates_and_row_identities
01054011	41	11	cdu	237	237	237	ocr_candidates_and_row_identities
01054011	41	11	spd	74	74	74	ocr_candidates_and_row_identities
01054011	41	11	fdp	3	3	3	ocr_candidates_and_row_identities
01054011	41	11	ssw	3	3	3	ocr_candidates_and_row_identities
01054011	41	11	dkp	0			ocr_candidates_and_row_identities
01054011	41	11	dgl	0	-		ocr_candidates_and_row_identities
01054011	41	11	gruene	6	6	6	ocr_candidates_and_row_identities
01054011	41	11	fp	0	-		ocr_candidates_and_row_identities
01054011	41	11	fsu	0	-		ocr_candidates_and_row_identities
01054011	41	11	einzelbewerber_llsh	0			ocr_candidates_and_row_identities
01054012	40	12	eligible_voters	490	490	490	ocr_candidates_and_row_identities
01054012	40	12	without_certificate	473	473	473	ocr_candidates_and_row_identities
01054012	40	12	with_certificate	17	17	17	ocr_candidates_and_row_identities
01054012	40	12	number_voters	396	396	396	ocr_candidates_and_row_identities
01054012	40	12	invalid_votes	3	3	3	ocr_candidates_and_row_identities
01054012	41	12	valid_votes	393	393	. 393	ocr_candidates_and_row_identities
01054012	41	12	cdu	242	242	242	ocr_candidates_and_row_identities
01054012	41	12	spd	115	415	115	ocr_candidates_and_row_identities
01054012	41	12	fdp	12	12	12	ocr_candidates_and_row_identities
01054012	41	12	ssw	6	6	6	ocr_candidates_and_row_identities
01054012	41	12	dkp	1	1		ocr_candidates_and_row_identities
01054012	41	12	dgl	0	-		ocr_candidates_and_row_identities
01054012	41	12	gruene	16	16	16	ocr_candidates_and_row_identities
01054012	41	12	fp	0	-		ocr_candidates_and_row_identities
01054012	41	12	fsu	0	-		ocr_candidates_and_row_identities
01054012	41	12	einzelbewerber_llsh	1	1		ocr_candidates_and_row_identities
01054013	40	13	eligible_voters	136	136	136	ocr_candidates_and_row_identities
01054013	40	13	without_certificate	131	131	131	ocr_candidates_and_row_identities
01054013	40	13	with_certificate	5	5	5	ocr_candidates_and_row_identities
01054013	40	13	number_voters	116	116	116	ocr_candidates_and_row_identities
01054013	40	13	invalid_votes	0			ocr_candidates_and_row_identities
01054013	41	13	valid_votes	116	116	116	ocr_candidates_and_row_identities
01054013	41	13	cdu	96	96	96	ocr_candidates_and_row_identities
01054013	41	13	spd	16	16	16	ocr_candidates_and_row_identities
01054013	41	13	fdp	0			ocr_candidates_and_row_identities
01054013	41	13	ssw	1	1		ocr_candidates_and_row_identities
01054013	41	13	dkp	0			ocr_candidates_and_row_identities
01054013	41	13	dgl	0	-		ocr_candidates_and_row_identities
01054013	41	13	gruene	3	3	3	ocr_candidates_and_row_identities
01054013	41	13	fp	0	-		ocr_candidates_and_row_identities
01054013	41	13	fsu	0	-		ocr_candidates_and_row_identities
01054013	41	13	einzelbewerber_llsh	0			ocr_candidates_and_row_identities
01054014	40	14	eligible_voters	1323	1323	1323	ocr_candidates_and_row_identities
01054014	40	14	without_certificate	1254	125%	1254	ocr_candidates_and_row_identities
01054014	40	14	with_certificate	69	69	69	ocr_candidates_and_row_identities
01054014	40	14	number_voters	1043	1043	1043	ocr_candidates_and_row_identities
01054014	40	14	invalid_votes	2	2	2	ocr_candidates_and_row_identities
01054014	41	14	valid_votes	1041	1041	1041	ocr_candidates_and_row_identities
01054014	41	14	cdu	548	548	548	ocr_candidates_and_row_identities
01054014	41	14	spd	394	394	394	ocr_candidates_and_row_identities
01054014	41	14	fdp	33	33	33	ocr_candidates_and_row_identities
01054014	41	14	ssw	29	29	29	ocr_candidates_and_row_identities
01054014	41	14	dkp	0			ocr_candidates_and_row_identities
01054014	41	14	dgl	0	-		ocr_candidates_and_row_identities
01054014	41	14	gruene	35	35	35	ocr_candidates_and_row_identities
01054014	41	14	fp	0	-		ocr_candidates_and_row_identities
01054014	41	14	fsu	0	-		ocr_candidates_and_row_identities
01054014	41	14	einzelbewerber_llsh	2	2	2	ocr_candidates_and_row_identities
01054015	40	15	eligible_voters	210	270	210	ocr_candidates_and_row_identities
01054015	40	15	without_certificate	191	191	191	ocr_candidates_and_row_identities
01054015	40	15	with_certificate	19	19	19	ocr_candidates_and_row_identities
01054015	40	15	number_voters	170	170	170	ocr_candidates_and_row_identities
01054015	40	15	invalid_votes	1	1		ocr_candidates_and_row_identities
01054015	41	15	valid_votes	169	169	169	ocr_candidates_and_row_identities
01054015	41	15	cdu	124	124	124	ocr_candidates_and_row_identities
01054015	41	15	spd	21	21	21	ocr_candidates_and_row_identities
01054015	41	15	fdp	8	8	8	ocr_candidates_and_row_identities
01054015	41	15	ssw	7	7	7	ocr_candidates_and_row_identities
01054015	41	15	dkp	0			ocr_candidates_and_row_identities
01054015	41	15	dgl	0	-		ocr_candidates_and_row_identities
01054015	41	15	gruene	9	9	9	ocr_candidates_and_row_identities
01054015	41	15	fp	0	-		ocr_candidates_and_row_identities
01054015	41	15	fsu	0	-		ocr_candidates_and_row_identities
01054015	41	15	einzelbewerber_llsh	0	-		ocr_candidates_and_row_identities
01054016	40	16	eligible_voters	136	136	136	ocr_candidates_and_row_identities
01054016	40	16	without_certificate	132	132	132	ocr_candidates_and_row_identities
01054016	40	16	with_certificate	4	4	4	ocr_candidates_and_row_identities
01054016	40	16	number_voters	117	117	117	ocr_candidates_and_row_identities
01054016	40	16	invalid_votes	0			ocr_candidates_and_row_identities
01054016	41	16	valid_votes	117	117	117	ocr_candidates_and_row_identities
01054016	41	16	cdu	66	66	66	ocr_candidates_and_row_identities
01054016	41	16	spd	43	43	43	ocr_candidates_and_row_identities
01054016	41	16	fdp	0			ocr_candidates_and_row_identities
01054016	41	16	ssw	4	4	4	ocr_candidates_and_row_identities
01054016	41	16	dkp	0			ocr_candidates_and_row_identities
01054016	41	16	dgl	0	-		ocr_candidates_and_row_identities
01054016	41	16	gruene	4	4	4	ocr_candidates_and_row_identities
01054016	41	16	fp	0	-.		ocr_candidates_and_row_identities
01054016	41	16	fsu	0	-. -		ocr_candidates_and_row_identities
01054016	41	16	einzelbewerber_llsh	0	_		ocr_candidates_and_row_identities
01054017	40	17	eligible_voters	464	464	464	ocr_candidates_and_row_identities
01054017	40	17	without_certificate	433	433	433	ocr_candidates_and_row_identities
01054017	40	17	with_certificate	31	31	31	ocr_candidates_and_row_identities
01054017	40	17	number_voters	360	360	360	ocr_candidates_and_row_identities
01054017	40	17	invalid_votes	1	1		ocr_candidates_and_row_identities
01054017	41	17	valid_votes	359	359	359	ocr_candidates_and_row_identities
01054017	41	17	cdu	184	184	184	ocr_candidates_and_row_identities
01054017	41	17	spd	146	146	146	ocr_candidates_and_row_identities
01054017	41	17	fdp	1	1		ocr_candidates_and_row_identities
01054017	41	17	ssw	18	18	18	ocr_candidates_and_row_identities
01054017	41	17	dkp	0			ocr_candidates_and_row_identities
01054017	41	17	dgl	0	-		ocr_candidates_and_row_identities
01054017	41	17	gruene	10	10	10	ocr_candidates_and_row_identities
01054017	41	17	fp	0	-		ocr_candidates_and_row_identities
01054017	41	17	fsu	0	-		ocr_candidates_and_row_identities
01054017	41	17	einzelbewerber_llsh	0	-		ocr_candidates_and_row_identities
01054018	40	18	eligible_voters	182	182	182	ocr_candidates_and_row_identities
01054018	40	18	without_certificate	175	175	175	ocr_candidates_and_row_identities
01054018	40	18	with_certificate	7	7	7	ocr_candidates_and_row_identities
01054018	40	18	number_voters	148	148	148	ocr_candidates_and_row_identities
01054018	40	18	invalid_votes	0			ocr_candidates_and_row_identities
01054018	41	18	valid_votes	148	148	148	ocr_candidates_and_row_identities
01054018	41	18	cdu	108	108	108	ocr_candidates_and_row_identities
01054018	41	18	spd	25	25	25	ocr_candidates_and_row_identities
01054018	41	18	fdp	1	1		ocr_candidates_and_row_identities
01054018	41	18	ssw	14	14	14	ocr_candidates_and_row_identities
01054018	41	18	dkp	0			ocr_candidates_and_row_identities
01054018	41	18	dgl	0	-		ocr_candidates_and_row_identities
01054018	41	18	gruene	0			ocr_candidates_and_row_identities
01054018	41	18	fp	0	-		ocr_candidates_and_row_identities
01054018	41	18	fsu	0	-		ocr_candidates_and_row_identities
01054018	41	18	einzelbewerber_llsh	0			ocr_candidates_and_row_identities
01054019	40	19	eligible_voters	3558	3558	3558	ocr_candidates_and_row_identities
01054019	40	19	without_certificate	3173	3173	3173	ocr_candidates_and_row_identities
01054019	40	19	with_certificate	385	385	385	ocr_candidates_and_row_identities
01054019	40	19	number_voters	2677	2677	2677	ocr_candidates_and_row_identities
01054019	40	19	invalid_votes	6	6	6	ocr_candidates_and_row_identities
01054019	41	19	valid_votes	2671	2671	2671	ocr_candidates_and_row_identities
01054019	41	19	cdu	1204	1204	1204	ocr_candidates_and_row_identities
01054019	41	19	spd	1187	1187	1187	ocr_candidates_and_row_identities
01054019	41	19	fdp	56	56	56	ocr_candidates_and_row_identities
01054019	41	19	ssw	120	120	120	ocr_candidates_and_row_identities
01054019	41	19	dkp	2	2	2	ocr_candidates_and_row_identities
01054019	41	19	dgl	0	-		ocr_candidates_and_row_identities
01054019	41	19	gruene	88	88	88	ocr_candidates_and_row_identities
01054019	41	19	fp	0	-		ocr_candidates_and_row_identities
01054019	41	19	fsu	0	-		ocr_candidates_and_row_identities
01054019	41	19	einzelbewerber_llsh	14	14	14	ocr_candidates_and_row_identities
01054020	40	20	eligible_voters	1267	1267	1267	ocr_candidates_and_row_identities
01054020	40	20	without_certificate	1153	1153	1153	ocr_candidates_and_row_identities
01054020	40	20	with_certificate	114	114	114	ocr_candidates_and_row_identities
01054020	40	20	number_voters	999	999	999	ocr_candidates_and_row_identities
01054020	40	20	invalid_votes	1	1		ocr_candidates_and_row_identities
01054020	41	20	valid_votes	998	998	998	ocr_candidates_and_row_identities
01054020	41	20	cdu	463	463	463	ocr_candidates_and_row_identities
01054020	41	20	spd	429	429	429	ocr_candidates_and_row_identities
01054020	41	20	fdp	35	35	35	ocr_candidates_and_row_identities
01054020	41	20	ssw	23	23	23	ocr_candidates_and_row_identities
01054020	41	20	dkp	1	1		ocr_candidates_and_row_identities
01054020	41	20	dgl	0	-		ocr_candidates_and_row_identities
01054020	41	20	gruene	44	44	44	ocr_candidates_and_row_identities
01054020	41	20	fp	0	-		ocr_candidates_and_row_identities
01054020	41	20	fsu	0	-		ocr_candidates_and_row_identities
01054020	41	20	einzelbewerber_llsh	3	3		ocr_candidates_and_row_identities
01054022	40	21	eligible_voters	883	883	883	ocr_candidates_and_row_identities
01054022	40	21	without_certificate	830	830	830	ocr_candidates_and_row_identities
01054022	40	21	with_certificate	53	53	53	ocr_candidates_and_row_identities
01054022	40	21	number_voters	651	651	651	ocr_candidates_and_row_identities
01054022	40	21	invalid_votes	1	1	1	ocr_candidates_and_row_identities
01054022	41	21	valid_votes	650	650	650	ocr_candidates_and_row_identities
01054022	41	21	cdu	316	316	316	ocr_candidates_and_row_identities
01054022	41	21	spd	284	284	284	ocr_candidates_and_row_identities
01054022	41	21	fdp	7	7	7	ocr_candidates_and_row_identities
01054022	41	21	ssw	21	21	21	ocr_candidates_and_row_identities
01054022	41	21	dkp	0			ocr_candidates_and_row_identities
01054022	41	21	dgl	0	-		ocr_candidates_and_row_identities
01054022	41	21	gruene	22	22	22	ocr_candidates_and_row_identities
01054022	41	21	fp	0	~		ocr_candidates_and_row_identities
01054022	41	21	fsu	0	-		ocr_candidates_and_row_identities
01054022	41	21	einzelbewerber_llsh	0			ocr_candidates_and_row_identities
01054023	40	22	eligible_voters	379	379	379	ocr_candidates_and_row_identities
01054023	40	22	without_certificate	352	352	352	ocr_candidates_and_row_identities
01054023	40	22	with_certificate	27	27	27	ocr_candidates_and_row_identities
